SweepID,SweepDate,SweepLocation,SweepType,SweepYear,SweepMonth,SweepWeek
E16,2021-06-10,1st Ave N between Roy & Mercer,Unspecified,2021,6,18785
E17,2021-06-15,Union Between 2nd & 3rd,Unspecified,2021,6,18792
E18,2021-06-16,So of 9401 Myers Wy So,Unspecified,2021,6,18792
E19,2021-06-17,Pratt Park,Unspecified,2021,6,18792
E20,2021-06-24,Julia Lee's Park,Unspecified,2021,6,18799
E21,2021-07-01,Tashkent Park,Unspecified,2021,7,18806
E22,2021-07-06,Roy  St from 9th Ave N to 8th Ave N,Unspecified,2021,7,18813
E23,2021-07-08,Volunteer Park,Unspecified,2021,7,18813
E24,2021-07-09,Denny Way & 9th Ave N,Unspecified,2021,7,18813
E25,2021-07-09,Northacres,Unspecified,2021,7,18813
E26,2021-07-14,2025 5th Ave (AKA 5th & Lenora),Unspecified,2021,7,18820
E27,2021-07-15,I-5 NB S James to N of Cherry between 6th & 7th Ave,Unspecified,2021,7,18820
E28,2021-07-21,2200 4th Ave/2nd Ave at Cedar/ 3rd & Blanchard,Unspecified,2021,7,18827
E29,2021-07-22,Benvenuto Viewpoint (I-90 WSDOT),Unspecified,2021,7,18827
E30,2021-07-27,Cal Anderson,Unspecified,2021,7,18834
E31,2021-07-28,8th Ave (1500 blk) Eastside between Pike & Pine,Unspecified,2021,7,18834
E32,2021-07-29,Lake City Mini,Unspecified,2021,7,18834
E33,2021-08-13,City Hall Park,Unspecified,2021,8,18848
E34,2021-09-01,University Playground,Unspecified,2021,9,18869
E35,2021-09-02,10th Ave S & S Main St,Unspecified,2021,9,18869
E36,2021-09-16,Gas Works Park,Unspecified,2021,9,18883
E37,2021-09-29,Thomas St. Mini Park,Unspecified,2021,9,18897
E38,2021-09-30,Cascade Park,Unspecified,2021,9,18897
E39,2021-10-06,Slip 4,Unspecified,2021,10,18904
E40,2021-10-13,Cowen Park /NE Ravenna Blvd block east of Olga & 15th Ave NE,Unspecified,2021,10,18911
E41,2021-10-19,800 Western,Unspecified,2021,10,18918
E42,2021-10-21,University Playground-9th Ave NE & NE 50th St,Unspecified,2021,10,18918
E43,2021-10-21,Ravenna Blvd (NE 64th St & NE 63rd St bwt NE Ravenna Blvd & 8th Ave NE,Unspecified,2021,10,18918
E44,2021-10-27,Lake City Way NE towards I-5 SB On Ramp Lake City Way NE at 75th St,Unspecified,2021,10,18925
E45,2021-10-27,Ruby Chow Park (S Hardy St and Stanley Ave S),Unspecified,2021,10,18925
E46,2021-10-28,Cayton Corner Park,Unspecified,2021,10,18925
E47,2021-11-01,1st Ave and Seneca St,Unspecified,2021,11,18932
E48,2021-11-04,Maritime Academy-45th & Shilshole,Unspecified,2021,11,18932
E49,2021-11-09,Pioneer Park,Unspecified,2021,11,18939
E50,2021-11-10,Victory Creek,Unspecified,2021,11,18939
E51,2021-12-01,4th and James to Cherry St,Unspecified,2021,12,18960
E52,2021-12-16,8th & King,Unspecified,2021,12,18974
E53,2021-12-20,Green Lake Park/ Lower Woodland,Unspecified,2021,12,18981
F1,2022-01-12,MLK Park,Notice Given,2022,1,19002
F2,2022-01-19,Westlake Park,Notice Given,2022,1,19009
F3,2022-01-20,3rd & Cherry,Notice Given,2022,1,19009
F4,2022-01-21,Julia Lee's Park,Obstruction,2022,1,19009
F5,2022-02-04,4th and Yesler,Notice Given,2022,2,19023
F6,2022-02-10,3rd & Yesler,Notice Given,2022,2,19030
F7,2022-02-16,Cascade Park,Notice Given,2022,2,19037
F8,2022-02-16,Thomas St. between Pontius Ave N & Minor Ave N (ROW),Notice Given,2022,2,19037
F9,2022-02-18,Occidental Park,Notice Given,2022,2,19037
F10,2022-02-18,Seven Hills Park,Notice Given,2022,2,19037
F11,2022-02-18,Froula Playground,Notice Given,2022,2,19037
F12,2022-02-28,2nd Ave from Clay to Cedar St,Notice Given,2022,2,19051
F13,2022-02-28,2nd Ave & Lenora St,Notice Given,2022,2,19051
F14,2022-02-28,Elliot Ave & Vine,Notice Given,2022,2,19051
F15,2022-02-28,1st Ave & Harrison Ave,Notice Given,2022,2,19051
F16,2022-03-01,4th and Yesler,Obstruction,2022,3,19051
F17,2022-03-01,Virgil Flaim Park,Obstruction,2022,3,19051
F18,2022-03-02,Dexter & Mercer (AKA Block 59),Notice Given,2022,3,19051
F19,2022-03-03,1st Ave from Wall St. to Battery,Notice Given,2022,3,19051
F20,2022-03-04,South Lake Union Park,Notice Given,2022,3,19051
F21,2022-03-04,4th & Bell,Notice Given,2022,3,19051
F22,2022-03-07,Highway 99 NB from Roy St. to Mercer St (Northbound 99 & Roy St),Obstruction,2022,3,19058
F23,2022-03-08,Meridian Playground,Obstruction,2022,3,19058
F24,2022-03-08,Ballard Commons,Obstruction,2022,3,19058
F25,2022-03-08,Garfield CC,Obstruction,2022,3,19058
F26,2022-03-08,Ravenna Park,Obstruction,2022,3,19058
F27,2022-03-09,5th & Yesler,Obstruction,2022,3,19058
F28,2022-03-10,Ballard Commons,Obstruction,2022,3,19058
F29,2022-03-10,2nd Ave from Clay to Cedar St,Obstruction,2022,3,19058
F30,2022-03-11,Westlake Park,Notice Given,2022,3,19058
F31,2022-03-14,Pinehurst Playground,Obstruction,2022,3,19065
F32,2022-03-16,Genesee Playfield,Notice Given,2022,3,19065
F33,2022-03-16,Be'er Sheeva Park,Notice Given,2022,3,19065
F34,2022-03-16,4th & Yesler Vicinity,Obstruction,2022,3,19065
F35,2022-03-16,1st Ave from Wall St. to Battery,Obstruction,2022,3,19065
F36,2022-03-16,1st Ave N from Roy St to Mercer St,Obstruction,2022,3,19065
F37,2022-03-16,Occidental Park,Obstruction,2022,3,19065
F38,2022-03-17,Jackson St btw 8th Ave S and 10th Ave S,Notice Given,2022,3,19065
F39,2022-03-18,Gilman Playground,Notice Given,2022,3,19065
F40,2022-03-21,Thornton Creek,Notice Given,2022,3,19072
F41,2022-03-22,Occidental Park,Obstruction,2022,3,19072
F42,2022-03-22,1st Ave N from Roy St to Mercer St,Obstruction,2022,3,19072
F43,2022-03-23,Pratt Park,Unspecified,2022,3,19072
F44,2022-03-24,7th Ave NE & NE 43rd St (WSDOT Property) NE 45th,Notice Given,2022,3,19072
F45,2022-03-25,10th & Dearborn ( S Lane St to S Dearborn St from 12th Ave S to 10th Ave S),Notice Given,2022,3,19072
F46,2022-03-28,12th & Dearborn  (Poplar Pl S from S Dearborn St to S Bush Pl Vicinity),Notice Given,2022,3,19079
F47,2022-03-29,Pratt Park,Obstruction,2022,3,19079
F48,2022-03-29,Genesee Playfield,Obstruction,2022,3,19079
F49,2022-03-30,Gasworks Park,Notice Given,2022,3,19079
F50,2022-04-01,Occidental Park,Notice Given,2022,4,19079
F51,2022-04-02,Freeway Park,Notice Given,2022,4,19079
F52,2022-04-04,Freeway Park,Obstruction,2022,4,19086
F53,2022-04-04,Cal Anderson,Obstruction,2022,4,19086
F54,2022-04-04,3rd Ave & Cherry,Obstruction,2022,4,19086
F55,2022-04-05,Western Ave from Marion St to Columbia St,Obstruction,2022,4,19086
F56,2022-04-06,Broadway Hill Park,Notice Given,2022,4,19086
F57,2022-04-06,Albert Davis Park,Obstruction,2022,4,19086
F58,2022-04-07,Thomas St Mini Park,Notice Given,2022,4,19086
F59,2022-04-07,10th & Dearborn ( S Lane St to S Dearborn St from 12th Ave S to 10th Ave S),Obstruction,2022,4,19086
F60,2022-04-11,Cal Anderson,Obstruction,2022,4,19093
F61,2022-04-11,10th & Dearborn ( S Lane St to S Dearborn St from 12th Ave S to 10th Ave S),Obstruction,2022,4,19093
F62,2022-04-11,Albert Davis Park,Obstruction,2022,4,19093
F63,2022-04-11,Ballard Commons,Obstruction,2022,4,19093
F64,2022-04-12,Freeway Park,Obstruction,2022,4,19093
F65,2022-04-13,Magnuson Park,Obstruction,2022,4,19093
F66,2022-04-14,Seven Hills Park,Obstruction,2022,4,19093
F67,2022-04-14,Gilman Playground,Obstruction,2022,4,19093
F68,2022-04-14,83rd & Mary,Notice Given,2022,4,19093
F69,2022-04-15,NW 14th & NW 53rd,Notice Given,2022,4,19093
F70,2022-04-15,6th Ave & Yesler,Notice Given,2022,4,19093
F71,2022-04-18,Harvard Ave from Seneca St to Broadway (Poly Clinic),Notice Given,2022,4,19100
F72,2022-04-18,4th Ave at Royal Brougham Emphasis Area,Notice Given,2022,4,19100
F73,2022-04-18,Pratt Park,Obstruction,2022,4,19100
F74,2022-04-18,Cal Anderson,Obstruction,2022,4,19100
F75,2022-04-18,Gilman Playground,Obstruction,2022,4,19100
F76,2022-04-18,Miller Playfield,Obstruction,2022,4,19100
F77,2022-04-19,8th Ave S & S King St,Notice Given,2022,4,19100
F78,2022-04-20,Cal Anderson,Obstruction,2022,4,19100
F79,2022-04-20,Tashkent Park,Notice Given,2022,4,19100
F80,2022-04-20,Commodore Park,Obstruction,2022,4,19100
F81,2022-04-20,4th & Yesler,Obstruction,2022,4,19100
F82,2022-04-20,Albert Davis Park,Obstruction,2022,4,19100
F83,2022-04-21,Thorndyke Park,Notice Given,2022,4,19100
F84,2022-04-21,Denny Park,Obstruction,2022,4,19100
F85,2022-04-21,5th Ave & Olive St,Notice Given,2022,4,19100
F86,2022-04-21,Lenora St to Virginia St and from 5th Ave to 4th Ave,Notice Given,2022,4,19100
F87,2022-04-22,Blanch Lavizzo,Obstruction,2022,4,19100
F88,2022-04-22,Green Lake,Obstruction,2022,4,19100
F89,2022-04-22,University Playground,Obstruction,2022,4,19100
F90,2022-04-22,Virgil Flaim,Obstruction,2022,4,19100
F91,2022-04-25,Cascade Park,Obstruction,2022,4,19107
F92,2022-04-25,Thomas St Mini Park,Obstruction,2022,4,19107
F93,2022-04-26,Cal Anderson,Obstruction,2022,4,19107
F94,2022-04-27,2nd Ave Btw Blanchard St & Lenora St,Notice Given,2022,4,19107
F95,2022-04-27,Victory Creek,Obstruction,2022,4,19107
F96,2022-04-28,3rd Ave S & S Jackson St,Obstruction,2022,4,19107
F97,2022-04-29,Ballard Library,Obstruction,2022,4,19107
F98,2022-04-29,Victor Steinbrueck Park,Obstruction,2022,4,19107
F99,2022-04-29,4th & Bell (ROW),Obstruction,2022,4,19107
F100,2022-04-29,2nd Ave Lenora & Blanchard,Obstruction,2022,4,19107
F101,2022-04-29,Green Lake,Obstruction,2022,4,19107
F102,2022-05-02,4th & Yesler,Obstruction,2022,5,19114
F103,2022-05-02,Westlake Park,Obstruction,2022,5,19114
F104,2022-05-03,Albert Davis Park,Obstruction,2022,5,19114
F105,2022-05-03,4th & Yesler,Obstruction,2022,5,19114
F106,2022-05-03,Pratt Park,Obstruction,2022,5,19114
F107,2022-05-04,2nd and Lenora,Obstruction,2022,5,19114
F108,2022-05-05,8th Ave S & S King St,Obstruction,2022,5,19114
F109,2022-05-06,Occidental Park,Obstruction,2022,5,19114
F110,2022-05-09,Cowen Park,Obstruction,2022,5,19121
F111,2022-05-09,Roxhill Park,Obstruction,2022,5,19121
F112,2022-05-09,Denny Blaine Park,Obstruction,2022,5,19121
F113,2022-05-12,Victor Steinbrueck Park,Obstruction,2022,5,19121
F114,2022-05-16,Ballard Libray,Obstruction,2022,5,19128
F115,2022-05-16,Lower Judkins Park,Obstruction,2022,5,19128
F116,2022-05-17,Delridge Park  (48hr Posting),Notice Given,2022,5,19128
F117,2022-05-17,43rd St & 8th Ave NW,Notice Given,2022,5,19128
F118,2022-05-18,S Weller St Btw S Rainier St & 12th Ave -Nav Stairs,Notice Given,2022,5,19128
F119,2022-05-20,Freeway Park,Obstruction,2022,5,19128
F120,2022-05-20,Kinnear Park,Obstruction,2022,5,19128
F121,2022-05-20,Lower Judkins Park,Obstruction,2022,5,19128
F122,2022-05-20,Upper Judkins Park,Obstruction,2022,5,19128
F123,2022-05-20,Ballard Library,Obstruction,2022,5,19128
F124,2022-05-20,Victor Steinbrueck Park,Obstruction,2022,5,19128
F125,2022-05-20,8th & King,Obstruction,2022,5,19128
F126,2022-05-20,10th & Dearborn,Obstruction,2022,5,19128
F127,2022-05-23,NW 85th St & 3rd Ave,Notice Given,2022,5,19135
F128,2022-05-23,10th & Dearborn (4-tents),Obstruction,2022,5,19135
F129,2022-05-23,Cal Anderson Park (1-tent),Obstruction,2022,5,19135
F130,2022-05-24,Sturgus Park,Notice Given,2022,5,19135
F131,2022-05-24,7th Ave S & S Fidalgo St,Notice Given,2022,5,19135
F132,2022-05-25,Freeway Park,Notice Given,2022,5,19135
F133,2022-05-26,Kinnear Park & Kinnear Place,Notice Given,2022,5,19135
F134,2022-05-26,Cal Anderson Park (1-tent),Obstruction,2022,5,19135
F135,2022-05-26,Ballard Commons (1-tent),Obstruction,2022,5,19135
F136,2022-05-31,Victor Steinbrueck Park,Obstruction,2022,5,19142
F137,2022-06-02,Poplar Pl S from S Dearborn St to S Bush Pl Vicinity,Notice Given,2022,6,19142
F138,2022-06-02,Victor Steinbrueck Park,Obstruction,2022,6,19142
F139,2022-06-02,Cherry St btw 6th Ave & 7th Ave,Obstruction,2022,6,19142
F140,2022-06-02,Genesee Park,Obstruction,2022,6,19142
F141,2022-06-03,22nd & S Grand,Notice Given,2022,6,19142
F142,2022-06-03,Victor Steinbrueck Park,Obstruction,2022,6,19142
F143,2022-06-03,Othello Park,Obstruction,2022,6,19142
F144,2022-06-03,Miller Playfield,Obstruction,2022,6,19142
F145,2022-06-06,Homer Harris Park,Notice Given,2022,6,19149
F146,2022-06-06,Broadway Hill Park,Notice Given,2022,6,19149
F147,2022-06-06,Victor Steinbrueck Park,Obstruction,2022,6,19149
F148,2022-06-06,Ravenna Blvd,Obstruction,2022,6,19149
F149,2022-06-06,Thornton Creek (NE 125th St Vicinity),Obstruction,2022,6,19149
F150,2022-06-06,S Weller St Btw S Rainier St & 12th Ave -Nav Stairs,Obstruction,2022,6,19149
F151,2022-06-07,West Seattle Stadium,Notice Given,2022,6,19149
F152,2022-06-07,NW 45th & Shilshole Ave NW,Notice Given,2022,6,19149
F153,2022-06-07,4th Ave from Columbia St to Cherry St,Obstruction,2022,6,19149
F154,2022-06-07,Columbia St to Jefferson St from 7th Ave to 6th Ave,Obstruction,2022,6,19149
F155,2022-06-07,Poplar Pl S from S Dearborn St to S Bush Pl Vicinity,Obstruction,2022,6,19149
F156,2022-06-07,Myrtle Edwards Park,Obstruction,2022,6,19149
F157,2022-06-08,Broadway Hill Park,Obstruction,2022,6,19149
F158,2022-06-08,Seven Hills Park,Obstruction,2022,6,19149
F159,2022-06-08,Stewart St.Ramp to NB I-5 Express Lane (WSDOT-Property),Obstruction,2022,6,19149
F160,2022-06-08,Lower Kinnear,Obstruction,2022,6,19149
F161,2022-06-08,3rd & James,Obstruction,2022,6,19149
F162,2022-06-08,Victor Steinbrueck Park,Obstruction,2022,6,19149
F163,2022-06-09,Golden Gardens Park,Notice Given,2022,6,19149
F164,2022-06-10,Seven Hills Park,Obstruction,2022,6,19149
F165,2022-06-10,Victor Steinbrueck Park,Obstruction,2022,6,19149
F166,2022-06-13,Jackson Golf,Notice Given,2022,6,19156
F167,2022-06-13,Ballard Library,Obstruction,2022,6,19156
F168,2022-06-13,Kinnear Park,Obstruction,2022,6,19156
F169,2022-06-13,Daejeon Park,Obstruction,2022,6,19156
F170,2022-06-13,Albert Davis Park,Obstruction,2022,6,19156
F171,2022-06-14,NW 48th St & Leary Way NW,Notice Given,2022,6,19156
F172,2022-06-14,36th & S Adams,Notice Given,2022,6,19156
F173,2022-06-15,Louisa Boren/Viewpoint,Obstruction,2022,6,19156
F174,2022-06-16,28th Ave SW & SW Andover St,Notice Given,2022,6,19156
F175,2022-06-16,Albert Davis Park,Obstruction,2022,6,19156
F176,2022-06-16,Victor Steinbrueck Park,Obstruction,2022,6,19156
F177,2022-06-16,Ballard Library,Obstruction,2022,6,19156
F178,2022-06-16,Golden Gardens Park,Obstruction,2022,6,19156
F179,2022-06-17,Kinnear Park,Obstruction,2022,6,19156
F180,2022-06-17,Oxbow Park,Obstruction,2022,6,19156
F181,2022-06-22,4th & Yesler,Obstruction,2022,6,19163
F182,2022-06-22,Lake City CC,Obstruction,2022,6,19163
F183,2022-06-22,36th & S Adams,Obstruction,2022,6,19163
F184,2022-06-23,Occidental Park,Unspecified,2022,6,19163
F185,2022-06-23,Sturgus Park,Obstruction,2022,6,19163
F186,2022-06-23,Rotary Viewpoint,Obstruction,2022,6,19163
F187,2022-06-23,Cal Anderson Park,Obstruction,2022,6,19163
F188,2022-06-24,Ballard Library,Obstruction,2022,6,19163
F189,2022-06-24,Occidental Park,Obstruction,2022,6,19163
F190,2022-06-24,Victor Steinbrueck Park,Obstruction,2022,6,19163
F191,2022-06-24,Myrtle Edwards Park,Obstruction,2022,6,19163
F192,2022-06-27,Cal Anderson Park,Obstruction,2022,6,19170
F193,2022-06-28,Denny Playfield,Notice Given,2022,6,19170
F194,2022-06-28,2100 Northlake Way,Notice Given,2022,6,19170
F195,2022-06-28,Ballard Commons,Obstruction,2022,6,19170
F196,2022-06-29,Colman Park,Notice Given,2022,6,19170
F197,2022-06-29,Kobe Terrace Park,Notice Given,2022,6,19170
F198,2022-06-29,Myrtle Edwards Park,Obstruction,2022,6,19170
F199,2022-06-29,Occidental Park,Obstruction,2022,6,19170
F200,2022-06-29,West Seattle Stadium,Obstruction,2022,6,19170
F201,2022-06-29,Poplar Pl S from S Dearborn St to S Bush Pl Vicinity,Obstruction,2022,6,19170
F202,2022-06-29,Fauntleroy Park (Stopped here on Leah's List),Obstruction,2022,6,19170
F203,2022-06-29,Victor Steinbrueck Park,Obstruction,2022,6,19170
F204,2022-06-29,Ballard Library,Obstruction,2022,6,19170
F205,2022-06-29,3rd & Cherry,Obstruction,2022,6,19170
F206,2022-06-29,Denny Playfield,Obstruction,2022,6,19170
F207,2022-06-30,6th & Cherry,Obstruction,2022,6,19170
F208,2022-06-30,4th Ave S & S Front St to Lucille,Notice Given,2022,6,19170
F209,2022-06-30,10th Ave S & S Lane St,Notice Given,2022,6,19170
F210,2022-07-01,Gasworks Park,Obstruction,2022,7,19170
F211,2022-07-01,3rd & James,Obstruction,2022,7,19170
F212,2022-07-01,Brodway Hill Park,Obstruction,2022,7,19170
F213,2022-07-01,Occidental Park,Obstruction,2022,7,19170
F214,2022-07-01,Cal Anderson Park,Obstruction,2022,7,19170
F215,2022-07-01,Volunteer Park,Obstruction,2022,7,19170
F216,2022-07-01,Ballard Library,Obstruction,2022,7,19170
F217,2022-07-01,Sturgus Park,Obstruction,2022,7,19170
F218,2022-07-05,Jackson Golf (NE 145th & 5th Ave NE),Obstruction,2022,7,19177
F219,2022-07-05,University Playground,Obstruction,2022,7,19177
F220,2022-07-05,Freeway Park,Obstruction,2022,7,19177
F221,2022-07-05,Thomas St. Mini Park,Obstruction,2022,7,19177
F222,2022-07-05,Victor Steinbrueck Park,Obstruction,2022,7,19177
F223,2022-07-05,Gasworks Park,Obstruction,2022,7,19177
F224,2022-07-05,3rd & James,Obstruction,2022,7,19177
F225,2022-07-05,Ballard Library,Obstruction,2022,7,19177
F226,2022-07-05,Westlake Park,Obstruction,2022,7,19177
F227,2022-07-05,6th & Cherry,Obstruction,2022,7,19177
F228,2022-07-05,Pratt Park,Obstruction,2022,7,19177
F229,2022-07-05,Olga Park,Obstruction,2022,7,19177
F230,2022-07-06,5th & Michigan,Obstruction,2022,7,19177
F231,2022-07-06,Occidental Park,Obstruction,2022,7,19177
F232,2022-07-06,Dr. Blanch Lavizzo Park,Unspecified,2022,7,19177
F233,2022-07-06,3rd Ave from Cherry to James,Obstruction,2022,7,19177
F234,2022-07-06,6th & Cherry,Obstruction,2022,7,19177
F235,2022-07-06,Lower Kinnear Park,Obstruction,2022,7,19177
F236,2022-07-06,Myrtle Edwards,Obstruction,2022,7,19177
F237,2022-07-06,Ballard Library,Obstruction,2022,7,19177
F238,2022-07-06,Ballard Commons,Obstruction,2022,7,19177
F239,2022-07-07,SW Barton St from 15th Ave SW to 16th Ave SW,Notice Given,2022,7,19177
F240,2022-07-07,Rotary Viewpoint,Obstruction,2022,7,19177
F241,2022-07-07,Dragonfly Park,Notice Given,2022,7,19177
F242,2022-07-07,Pratt Park,Obstruction,2022,7,19177
F243,2022-07-07,3rd & Cherry,Obstruction,2022,7,19177
F244,2022-07-07,McGraw Park,Obstruction,2022,7,19177
F245,2022-07-07,6th & Cherry,Obstruction,2022,7,19177
F246,2022-07-07,Occidental Park,Obstruction,2022,7,19177
F247,2022-07-07,Woodland Park Shelter-7,Obstruction,2022,7,19177
F248,2022-07-08,Occidental Park,Obstruction,2022,7,19177
F249,2022-07-08,3rd & Cherry,Obstruction,2022,7,19177
F250,2022-07-08,6th & Cherry,Obstruction,2022,7,19177
F251,2022-07-09,Ballard Library,Obstruction,2022,7,19177
F252,2022-07-09,Lower Kinnear Park,Obstruction,2022,7,19177
F253,2022-07-09,3rd & Cherry,Obstruction,2022,7,19177
F254,2022-07-09,Woodland Park Shelter-6,Obstruction,2022,7,19177
F255,2022-07-11,Eastlake Ave E & E Denny Way Vicinity,Notice Given,2022,7,19184
F256,2022-07-12,Ballard Library,Obstruction,2022,7,19184
F257,2022-07-12,Albert Davis,Obstruction,2022,7,19184
F258,2022-07-12,Jackson Golf,Obstruction,2022,7,19184
F259,2022-07-12,3rd & James,Obstruction,2022,7,19184
F260,2022-07-12,6th & Cherry,Obstruction,2022,7,19184
F261,2022-07-12,Pratt Park,Obstruction,2022,7,19184
F262,2022-07-12,Occidental Park,Obstruction,2022,7,19184
F263,2022-07-12,Pioneer Square,Obstruction,2022,7,19184
F264,2022-07-14,4400-4500 Beacon Ave S (Jefferson Golf),Notice Given,2022,7,19184
F265,2022-07-14,Ballard Library,Obstruction,2022,7,19184
F266,2022-07-14,3rd Ave from Cherry to James,Obstruction,2022,7,19184
F267,2022-07-14,Columbia St to Jefferson St and from 7th Ave to 6th Ave,Obstruction,2022,7,19184
F268,2022-07-14,Occidental Park,Obstruction,2022,7,19184
F269,2022-07-15,Pinehurst Playground,Obstruction,2022,7,19184
F270,2022-07-15,Evans Pool (Greenlake),Obstruction,2022,7,19184
F271,2022-07-15,Victor Steinbrueck Park,Obstruction,2022,7,19184
F272,2022-07-15,Occidental Park,Obstruction,2022,7,19184
F273,2022-07-15,3rd Ave from Cherry to James,Obstruction,2022,7,19184
F274,2022-07-15,6th & Cherry,Obstruction,2022,7,19184
F275,2022-07-15,8th & King,Obstruction,2022,7,19184
F276,2022-07-18,Occidental Park,Obstruction,2022,7,19191
F277,2022-07-18,Cal Anderson,Obstruction,2022,7,19191
F278,2022-07-18,Dr. Blanche Lavizzo,Obstruction,2022,7,19191
F279,2022-07-18,10th & Dearborn,Obstruction,2022,7,19191
F280,2022-07-18,3rd Ave from Cherry to James,Obstruction,2022,7,19191
F281,2022-07-18,6th & Cherry,Obstruction,2022,7,19191
F282,2022-07-18,Ballard Commons,Obstruction,2022,7,19191
F283,2022-07-18,Woodland Park Shelter-5,Obstruction,2022,7,19191
F284,2022-07-18,Woodland Park Shelter-7,Obstruction,2022,7,19191
F285,2022-07-19,15th Ave W (RV),Notice Given,2022,7,19191
F286,2022-07-19,Genesee Park,Notice Given,2022,7,19191
F287,2022-07-19,36th & Adams,Obstruction,2022,7,19191
F288,2022-07-19,Jackson Golf,Obstruction,2022,7,19191
F289,2022-07-19,Poplar Pl S & S Dearborn,Obstruction,2022,7,19191
F290,2022-07-19,3rd Ave from Cherry to James,Obstruction,2022,7,19191
F291,2022-07-19,6th & Cherry,Obstruction,2022,7,19191
F292,2022-07-19,Myrtle Edwards,Obstruction,2022,7,19191
F293,2022-07-19,Occidental Park,Obstruction,2022,7,19191
F294,2022-07-21,Ballard Library,Obstruction,2022,7,19191
F295,2022-07-21,Leary Way NW from NW Leary Way to 9th Ave NW,Obstruction,2022,7,19191
F296,2022-07-21,Gilman Playground,Obstruction,2022,7,19191
F297,2022-07-21,GreenLake,Obstruction,2022,7,19191
F298,2022-07-21,Jackson Golf,Obstruction,2022,7,19191
F299,2022-07-21,McGraw Park,Obstruction,2022,7,19191
F300,2022-07-21,Occidental Park,Obstruction,2022,7,19191
F301,2022-07-21,Cal Anderson,Obstruction,2022,7,19191
F302,2022-07-22,N 96th & N Aurora,Notice Given,2022,7,19191
F303,2022-07-22,Occidental Park,Obstruction,2022,7,19191
F304,2022-07-22,Myrtle Edwards,Obstruction,2022,7,19191
F305,2022-07-22,Pioneer Square Park,Obstruction,2022,7,19191
F306,2022-07-25,Plymouth Pillars Park,Notice Given,2022,7,19198
F307,2022-07-25,Albert Davis,Obstruction,2022,7,19198
F308,2022-07-25,Ballard Library,Obstruction,2022,7,19198
F309,2022-07-25,3rd & Cherry,Obstruction,2022,7,19198
F310,2022-07-25,6th & Cherry,Obstruction,2022,7,19198
F311,2022-07-25,Occidental Park,Obstruction,2022,7,19198
F312,2022-07-25,Cal Anderson,Obstruction,2022,7,19198
F313,2022-07-25,Pratt Park,Obstruction,2022,7,19198
F314,2022-07-25,Broadway Hill Park,Obstruction,2022,7,19198
F315,2022-07-25,Denny Playfield,Obstruction,2022,7,19198
F316,2022-07-26,3rd Ave S and S Walker St,Unspecified,2022,7,19198
F317,2022-07-27,Woodland Park Zoo,Unspecified,2022,7,19198
F318,2022-08-01,SW Juneau St & 26th Ave SW Vicinity,Unspecified,2022,8,19205
F319,2022-08-01,Lakewood Park,Obstruction,2022,8,19205
F320,2022-08-01,Occidental Park,Obstruction,2022,8,19205
F321,2022-08-01,Mt. Baker,Obstruction,2022,8,19205
F322,2022-08-01,3rd & Cherry,Obstruction,2022,8,19205
F323,2022-08-01,6th & Cherry,Obstruction,2022,8,19205
F324,2022-08-02,International District and I-5 Emphasis Area,Unspecified,2022,8,19205
F325,2022-08-02,W Garfield St to W Galer St 15th Ave W to Alaska Way W,Unspecified,2022,8,19205
F326,2022-08-02,Baker Park,Obstruction,2022,8,19205
F327,2022-08-02,Ballard Library,Obstruction,2022,8,19205
F328,2022-08-02,3rd & Cherry,Obstruction,2022,8,19205
F329,2022-08-02,6th & Cherry,Obstruction,2022,8,19205
F330,2022-08-02,Pratt Park,Obstruction,2022,8,19205
F331,2022-08-02,Denny Blaine Park,Obstruction,2022,8,19205
F332,2022-08-03,Bellevue Pl Park,Notice Given,2022,8,19205
F333,2022-08-03,Greenlake,Obstruction,2022,8,19205
F334,2022-08-03,Miller CC,Obstruction,2022,8,19205
F335,2022-08-03,Judkins Park,Obstruction,2022,8,19205
F336,2022-08-03,6th & Cherry,Obstruction,2022,8,19205
F337,2022-08-03,3rd & Cherry,Obstruction,2022,8,19205
F338,2022-08-03,International District and I-5 Emphasis Area,Obstruction,2022,8,19205
F339,2022-08-03,Cal Anderson,Obstruction,2022,8,19205
F340,2022-08-04,6th & Cherry,Obstruction,2022,8,19205
F341,2022-08-04,Occidental Park,Obstruction,2022,8,19205
F342,2022-08-04,Jackson Golf,Obstruction,2022,8,19205
F343,2022-08-04,Gilman Playground,Obstruction,2022,8,19205
F344,2022-08-04,Belmont Ave E from E Olive Way to E Denny Way,Notice Given,2022,8,19205
F345,2022-08-05,Woodland Park,Obstruction,2022,8,19205
F346,2022-08-05,Occidental Park,Obstruction,2022,8,19205
F347,2022-08-08,Ballard Library,Obstruction,2022,8,19212
F348,2022-08-08,Navigation Center Vicinity,Notice Given,2022,8,19212
F349,2022-08-08,Woodland Park/ Shelter #1,Obstruction,2022,8,19212
F350,2022-08-08,3rd & James,Obstruction,2022,8,19212
F351,2022-08-08,6th & Cherry,Obstruction,2022,8,19212
F352,2022-08-08,Occidental Park,Obstruction,2022,8,19212
F353,2022-08-09,Navigation Center Vicinity,Obstruction,2022,8,19212
F354,2022-08-09,Poplar Pl S from S Dearborn St to S Bush Pl Vicinity,Obstruction,2022,8,19212
F355,2022-08-09,10th & Dearborn,Obstruction,2022,8,19212
