SweepID,SweepDate,SweepLocation,SweepType,TentsRemoved,StructuresRemoved,VehiclesRemoved,SweepLongitude,SweepLatitude,PriorNotice,CurrentMayor,SweepYear,SweepMonth,SweepWeek
G5545139,2023-08-01,Occidental Square,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,31
G5545140,2023-08-02,Occidental Square,Obstruction,1,0,0,,,FALSE,Harrell,2023,8,31
G5545145,2023-08-07,Occidental Square,Obstruction,1,0,0,,,FALSE,Harrell,2023,8,32
G5545146,2023-08-08,Occidental Square,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,32
G5545160,2023-08-22,Occidental Square,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,34
G5545174,2023-09-05,Occidental Square,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,36
G5545175,2023-09-06,Occidental Square,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,36
G5545181,2023-09-12,Occidental Square,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,37
G5545219,2023-10-20,Occidental Square,Obstruction,1,0,0,,,FALSE,Harrell,2023,10,42
G5545238,2023-11-08,Occidental Square,Obstruction,1,0,0,,,FALSE,Harrell,2023,11,45
G5545260,2023-11-30,Occidental Square,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,48
G5844929,2023-01-03,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,1
G5844930,2023-01-04,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,1
G5844931,2023-01-05,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,1
G5844932,2023-01-06,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,1
G5844938,2023-01-12,Pioneer Park,Obstruction,4,0,0,,,FALSE,Harrell,2023,1,2
G5844944,2023-01-18,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,1,3
G5844945,2023-01-19,Pioneer Park,Obstruction,3,0,0,,,FALSE,Harrell,2023,1,3
G5844946,2023-01-20,Pioneer Park,Obstruction,3,0,0,,,FALSE,Harrell,2023,1,3
G5844953,2023-01-27,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,1,4
G5844957,2023-01-31,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,5
G5844959,2023-02-02,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,5
G5844965,2023-02-08,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,2,6
G5844967,2023-02-10,Pioneer Park,Obstruction,3,0,0,,,FALSE,Harrell,2023,2,6
G5844970,2023-02-13,Pioneer Park,Obstruction,4,0,0,,,FALSE,Harrell,2023,2,7
G5844971,2023-02-14,Pioneer Park,Obstruction,2,0,0,,,FALSE,Harrell,2023,2,7
G5844972,2023-02-15,Pioneer Park,Obstruction,3,0,0,,,FALSE,Harrell,2023,2,7
G5844974,2023-02-17,Pioneer Park,Obstruction,4,0,0,,,FALSE,Harrell,2023,2,7
G5844979,2023-02-22,Pioneer Park,Obstruction,3,0,0,,,FALSE,Harrell,2023,2,8
G5844980,2023-02-23,Pioneer Park,Obstruction,2,0,0,,,FALSE,Harrell,2023,2,8
G5844986,2023-03-01,Pioneer Park,Obstruction,2,0,0,,,FALSE,Harrell,2023,3,9
G5844988,2023-03-03,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,3,9
G5844991,2023-03-06,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,3,10
G5844993,2023-03-08,Pioneer Park,Obstruction,3,0,0,,,FALSE,Harrell,2023,3,10
G5844994,2023-03-09,Pioneer Park,Obstruction,3,0,0,,,FALSE,Harrell,2023,3,10
G5844995,2023-03-10,Pioneer Park,Obstruction,2,0,0,,,FALSE,Harrell,2023,3,10
G5844998,2023-03-13,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G5844999,2023-03-14,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G5845000,2023-03-15,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G5845001,2023-03-16,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G5845008,2023-03-23,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,12
G5845009,2023-03-24,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,12
G5845013,2023-03-28,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,13
G5845014,2023-03-29,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,13
G5845016,2023-03-31,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,13
G5845020,2023-04-04,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,14
G5845021,2023-04-05,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,14
G5845027,2023-04-11,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,15
G5845029,2023-04-13,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,15
G5845037,2023-04-21,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,16
G5845040,2023-04-24,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G5845043,2023-04-27,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G5845044,2023-04-28,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G5845050,2023-05-04,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G5845051,2023-05-05,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G5845054,2023-05-08,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G5845055,2023-05-09,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G5845056,2023-05-10,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G5845057,2023-05-11,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G5845058,2023-05-12,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G5845061,2023-05-15,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G5845062,2023-05-16,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G5845064,2023-05-18,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G5845065,2023-05-19,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G5845069,2023-05-23,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G5845070,2023-05-24,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G5845071,2023-05-25,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G5845072,2023-05-26,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G5845076,2023-05-30,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,22
G5845077,2023-05-31,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,22
G5845078,2023-06-01,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,22
G5845083,2023-06-06,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,23
G5845084,2023-06-07,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,23
G5845085,2023-06-08,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,23
G5845089,2023-06-12,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G5845090,2023-06-13,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G5845091,2023-06-14,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G5845093,2023-06-16,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G5845097,2023-06-20,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G5845098,2023-06-21,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G5845099,2023-06-22,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G5845100,2023-06-23,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G5845103,2023-06-26,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G5845104,2023-06-27,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G5845105,2023-06-28,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G5845107,2023-06-30,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G5845112,2023-07-05,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,27
G5845115,2023-07-08,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,28
G5845116,2023-07-09,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,28
G5845121,2023-07-14,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,28
G5845124,2023-07-17,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,29
G5845127,2023-07-20,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,29
G5845128,2023-07-21,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,29
G5845131,2023-07-24,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,30
G5845133,2023-07-26,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,30
G5845138,2023-07-31,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,31
G5845139,2023-08-01,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,31
G5845142,2023-08-04,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,31
G5845145,2023-08-07,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,32
G5845152,2023-08-14,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,33
G5845159,2023-08-21,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,34
G5845162,2023-08-24,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,34
G5845169,2023-08-31,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,35
G5845170,2023-09-01,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,9,35
G5845175,2023-09-06,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,36
G5845181,2023-09-12,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,37
G5845189,2023-09-20,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,9,38
G5845194,2023-09-25,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,39
G5845201,2023-10-02,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,40
G5845203,2023-10-04,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,40
G5845211,2023-10-12,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,41
G5845216,2023-10-17,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,42
G5845217,2023-10-18,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,10,42
G5845222,2023-10-23,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,43
G5845224,2023-10-25,Pioneer Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,10,43
G5845229,2023-10-30,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,44
G5845236,2023-11-06,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,45
G5845238,2023-11-08,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,45
G5845239,2023-11-09,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,45
G5845243,2023-11-13,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,46
G5845244,2023-11-14,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,46
G5845246,2023-11-16,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,46
G5845258,2023-11-28,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,48
G5845266,2023-12-06,Pioneer Park,Obstruction,2,0,0,,,FALSE,Harrell,2023,12,49
G5845267,2023-12-07,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,49
G5845268,2023-12-08,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,49
G5845278,2023-12-18,Pioneer Park,Obstruction,2,0,0,,,FALSE,Harrell,2023,12,51
G5845280,2023-12-20,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,51
G5845281,2023-12-21,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,51
G5845282,2023-12-22,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,51
G5845286,2023-12-26,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,52
G5845288,2023-12-28,Pioneer Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,52
G5945002,2023-03-17,Prefontaine Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G5945009,2023-03-24,Prefontaine Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,12
G5945289,2023-12-29,Prefontaine Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,12,52
G6044937,2023-01-11,3rd Ave & Yesler Way,Obstruction,1,0,0,,,FALSE,Harrell,2023,1,2
G6045035,2023-04-19,3rd Ave & Yesler Way,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,16
G6045103,2023-06-26,3rd Ave & Yesler Way,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G6145089,2023-06-12,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G6145113,2023-07-06,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,27
G6145115,2023-07-08,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,28
G6145117,2023-07-10,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,28
G6145119,2023-07-12,City Hall Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,7,28
G6145120,2023-07-13,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,28
G6145121,2023-07-14,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,28
G6145127,2023-07-20,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,29
G6145140,2023-08-02,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,31
G6145163,2023-08-25,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,8,34
G6145175,2023-09-06,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,36
G6145187,2023-09-18,City Hall Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,9,38
G6145209,2023-10-10,City Hall Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,10,41
G6145226,2023-10-27,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,43
G6145229,2023-10-30,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,44
G6145252,2023-11-22,City Hall Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,47
G6444957,2023-01-31,Near Belltown Cottage Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,5
G6445068,2023-05-22,Near Belltown Cottage Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G6645099,2023-06-22,Myrtle Edwards Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G6645190,2023-09-21,Myrtle Edwards Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,38
G6645219,2023-10-20,Myrtle Edwards Park,Obstruction,1,0,0,,,FALSE,Harrell,2023,10,42
G6744930,2023-01-04,Hing Hay Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,1
G6745196,2023-09-27,Hing Hay Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,9,39
G6745203,2023-10-04,Hing Hay Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,40
G6745209,2023-10-10,Hing Hay Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,10,41
G6845246,2023-11-16,Donnie Chin International Children's Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,11,46
G6945050,2023-05-04,Kobe Terrace Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G6945057,2023-05-11,Kobe Terrace Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G6945104,2023-06-27,Kobe Terrace Park,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G7044953,2023-01-27,3rd Ave & S Jackson St,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,4
G7445212,2023-10-13,2nd Ave from Battery St to Bell St,Obstruction,1,0,0,,,FALSE,Harrell,2023,10,41
G7945280,2023-12-20,5th Ave & James St,Obstruction,1,0,0,,,FALSE,Harrell,2023,12,51
G8245209,2023-10-10,S Washington St from 5th Ave S to 3rd Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2023,10,41
G9344929,2023-01-03,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,1
G9344935,2023-01-09,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,2
G9344936,2023-01-10,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,2
G9344937,2023-01-11,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,2
G9344938,2023-01-12,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,2
G9344943,2023-01-17,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,3
G9344944,2023-01-18,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,3
G9344946,2023-01-20,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,3
G9344949,2023-01-23,Ballard Library,Obstruction,3,0,0,,,FALSE,Harrell,2023,1,4
G9344950,2023-01-24,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,4
G9344956,2023-01-30,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,5
G9344957,2023-01-31,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,1,5
G9344958,2023-02-01,Ballard Library,Obstruction,3,0,0,,,FALSE,Harrell,2023,2,5
G9344959,2023-02-02,Ballard Library,Obstruction,3,0,0,,,FALSE,Harrell,2023,2,5
G9344963,2023-02-06,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,6
G9344965,2023-02-08,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,6
G9344967,2023-02-10,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,6
G9344971,2023-02-14,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,7
G9344972,2023-02-15,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,7
G9344978,2023-02-21,Ballard Library,Obstruction,4,0,0,,,FALSE,Harrell,2023,2,8
G9344980,2023-02-23,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,8
G9344981,2023-02-24,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,8
G9344985,2023-02-28,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,2,9
G9344986,2023-03-01,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,9
G9344987,2023-03-02,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,9
G9344988,2023-03-03,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,9
G9344991,2023-03-06,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,10
G9344992,2023-03-07,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,10
G9344993,2023-03-08,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,10
G9344995,2023-03-10,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,10
G9344998,2023-03-13,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G9344999,2023-03-14,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G9345000,2023-03-15,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G9345001,2023-03-16,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G9345002,2023-03-17,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,11
G9345007,2023-03-22,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,12
G9345008,2023-03-23,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,12
G9345009,2023-03-24,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,12
G9345012,2023-03-27,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,13
G9345013,2023-03-28,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,13
G9345014,2023-03-29,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,13
G9345015,2023-03-30,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,3,13
G9345019,2023-04-03,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,14
G9345020,2023-04-04,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,14
G9345021,2023-04-05,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,14
G9345022,2023-04-06,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,14
G9345023,2023-04-07,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,14
G9345026,2023-04-10,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,15
G9345029,2023-04-13,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,15
G9345033,2023-04-17,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,16
G9345034,2023-04-18,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,16
G9345035,2023-04-19,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,16
G9345036,2023-04-20,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,16
G9345037,2023-04-21,Ballard Library,Obstruction,0,1,0,,,FALSE,Harrell,2023,4,16
G9345040,2023-04-24,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G9345041,2023-04-25,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G9345042,2023-04-26,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G9345043,2023-04-27,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G9345044,2023-04-28,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,4,17
G9345047,2023-05-01,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G9345048,2023-05-02,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G9345049,2023-05-03,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G9345050,2023-05-04,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G9345051,2023-05-05,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,18
G9345054,2023-05-08,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G9345055,2023-05-09,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G9345056,2023-05-10,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G9345057,2023-05-11,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G9345058,2023-05-12,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,19
G9345061,2023-05-15,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G9345062,2023-05-16,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G9345063,2023-05-17,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G9345064,2023-05-18,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G9345065,2023-05-19,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,20
G9345069,2023-05-23,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G9345070,2023-05-24,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G9345071,2023-05-25,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G9345072,2023-05-26,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,21
G9345076,2023-05-30,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,22
G9345077,2023-05-31,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,5,22
G9345078,2023-06-01,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,22
G9345082,2023-06-05,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,23
G9345085,2023-06-08,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,23
G9345086,2023-06-09,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,23
G9345089,2023-06-12,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G9345090,2023-06-13,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G9345091,2023-06-14,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G9345092,2023-06-15,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G9345093,2023-06-16,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,24
G9345097,2023-06-20,Ballard Library,Obstruction,1,0,0,,,FALSE,Harrell,2023,6,25
G9345098,2023-06-21,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G9345099,2023-06-22,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G9345100,2023-06-23,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,25
G9345103,2023-06-26,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G9345104,2023-06-27,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G9345105,2023-06-28,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G9345107,2023-06-30,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,6,26
G9345110,2023-07-03,Ballard Library,Obstruction,0,0,0,,,FALSE,Harrell,2023,7,27
G9345112,2023-07-05,Ballard Library,Obstruction,0,1,0,,,FALSE,Harrell,2023,7,27
G9345113,2023-07-06,Ballard Library,Obstruction,1,0,0,,,FALSE,Harrell,2023,7,27
G9345114,2023-07-07,Ballard Library,Obstruction,1,1,0,,,FALSE,Harrell,2023,7,27
G9345117,2023-07-10,Ballard Library,Obstruction,1,0,0,,,FALSE,Harrell,2023,7,28
