SweepID,SweepDate,SweepLocation,SweepType,TentsRemoved,StructuresRemoved,VehiclesRemoved,SweepLongitude,SweepLatitude,PriorNotice,CurrentMayor,SweepYear,SweepMonth,SweepWeek
A1651,2012-11-30,Under I-5 @ on So King St.,Camping,,,,-122.309589,47.597974,,McGinn,2012,11,48
A2315,2012-12-05,Mercer St and Fairview Ave- south of onramp,Camping,,,,-122.333086,47.624533,,McGinn,2012,12,49
A2209,2012-12-07,S Holgate St and Airport Way S,Encampment,,,,-122.329974,47.605078,,McGinn,2012,12,49
A2310,2012-12-07,Alaskan Way S & Jackson St,Camping,,,,-122.334928,47.59904,,McGinn,2012,12,49
A2130,2012-12-07,1700 block 6th Ave S,Camping,,,,-122.325701,47.586925,,McGinn,2012,12,49
A348,2012-12-11,NE Queen Anne Greenbelt,Encampment,,,,-122.34594,47.6358,,McGinn,2012,12,50
A2274,2012-12-21,222 Fairview Ave N,Camping,,,,-122.334152,47.619964,,McGinn,2012,12,51
A503,2013-01-18,Cascade P-Patch,Camping,,,,-122.331734,47.621199,,McGinn,2013,1,3
A1944,2013-01-25,Discovery Park - west of loop/south of North Lot,Camping,,,,-122.332071,47.606209,,McGinn,2013,1,4
A2282,2013-02-04,Ballard Bridge north end,Camping,,,,-122.376237,47.661399,,McGinn,2013,2,6
A2131,2013-02-08,1700 block 6th Ave S,Encampment,,,,-122.325701,47.586925,,McGinn,2013,2,6
A680,2013-02-11,1426 Alaskan Way,Camping,,,,-122.329974,47.605078,,McGinn,2013,2,7
A2843,2013-02-11,Troll Ave N,Camping,,,,-122.347374,47.650964,,McGinn,2013,2,7
A2342,2013-02-14,N 105 and Densmore,Camping,,,,-122.337441,47.704939,,McGinn,2013,2,7
A1755,2013-02-14,I-5  7 Ave NE & NE 50 St,Camping,,,,-122.320898,47.666399,,McGinn,2013,2,7
A330,2013-02-14,I-5 Colonnade Park,Encampment,,,,-122.3238,47.63569,,McGinn,2013,2,7
A298,2013-02-15,2211 Elliott Ave - Hwy 99 ramp,Camping,,,,-122.347194,47.611777,,McGinn,2013,2,7
A2331,2013-02-15,600 S Massachusetts Street,Camping,,,,-122.325974,47.588243,,McGinn,2013,2,7
A2215,2013-02-15,S Holgate St and Airport Way S,Encampment,,,,-122.329974,47.605078,,McGinn,2013,2,7
A1627,2013-02-22,SW Spokane St & Klickitat Ave SW,Camping,,,,-122.351642,47.571475,,McGinn,2013,2,8
A1820,2013-02-22,S Spokane St & Duwamish Ave S landscape area,Camping,,,,-122.34375,47.571864,,McGinn,2013,2,8
A2143,2013-02-27,1114 Aurora Ave N,Camping,,,,-122.342748,47.62974,,McGinn,2013,2,9
A594,2013-03-01,Aurora Ave N & Mercer Greenbelt,Camping,,,,-122.343602,47.624526,,McGinn,2013,3,9
A2844,2013-03-01,Troll Ave N,Camping,,,,-122.347374,47.650964,,McGinn,2013,3,9
A1790,2013-03-05,NW 54th St & 32nd Ave NW,Camping,,,,-122.398313,47.667539,,McGinn,2013,3,10
A467,2013-03-05,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,McGinn,2013,3,10
A349,2013-03-08,NE Queen Anne Greenbelt,Camping,,,,-122.34594,47.6358,,McGinn,2013,3,10
A2337,2013-03-08,2000 Taylor Ave N,Encampment,,,,-122.34544,47.636787,,McGinn,2013,3,10
A1740,2013-03-08,Trolley Hill Park,Camping,,,,-122.363677,47.63474,,McGinn,2013,3,10
A2309,2013-03-13,25th Ave. S. and McClellan St.,Camping,,,,-122.300803,47.577698,,McGinn,2013,3,11
A1946,2013-03-21,Cherry between 6th & 7th Ave,Camping,,,,-122.32859,47.604919,,McGinn,2013,3,12
A2756,2013-03-29,S King St (south side under I-5),Camping,,,,-122.318537,47.598292,,McGinn,2013,3,13
A2377,2013-04-02,Queen Anne Greenbelt,Camping,,,,-122.372157,47.629517,,McGinn,2013,4,14
A1628,2013-04-09,SW Spokane St & Klickitat Ave SW,Camping,,,,-122.351642,47.571475,,McGinn,2013,4,15
A595,2013-04-23,Aurora Ave N & Mercer Greenbelt,Camping,,,,-122.343602,47.624526,,McGinn,2013,4,17
A1791,2013-04-23,NW 54th St & 32nd Ave NW,Camping,,,,-122.398313,47.667539,,McGinn,2013,4,17
A1851,2013-04-23,Broad Street Under Aurora Ave,Camping,,,,-122.34389,47.623571,,McGinn,2013,4,17
A1453,2013-04-23,NE 45th St & 7th Ave NE (Grassy Area),Camping,,,,-122.320755,47.661313,,McGinn,2013,4,17
A1680,2013-04-23,Pasadena Ple NE & NE 42nd St,Camping,,,,-122.321745,47.657424,,McGinn,2013,4,17
A1504,2013-04-23,NE 40th St & 6th Ave NE,Camping,,,,-122.322548,47.655536,,McGinn,2013,4,17
A2384,2013-04-26,JTF 9600 Myers Way S,Encampment,,,,-122.331476,47.516592,,McGinn,2013,4,17
A1926,2013-04-30,7th Ave & Cherry St,Camping,,,,-122.327963,47.605517,,McGinn,2013,4,18
A2618,2013-04-30,3rd Ave S ( S Stacy & S Walker St),Camping,,,,-122.330002,47.581877,,McGinn,2013,4,18
A1970,2013-04-30,22nd Ave S and S Hill St,Camping,,,,-122.304204,47.584725,,McGinn,2013,4,18
A1555,2013-04-30,1900 Alaskan Way,Camping,,,,-122.344497,47.608917,,McGinn,2013,4,18
A2387,2013-05-02,Parking lot across from 1753 NW 56th St,Camping,,,,-122.38121,47.669072,,McGinn,2013,5,18
A409,2013-05-10,Kinnear Park,Camping,,,,-122.367139,47.626963,,McGinn,2013,5,19
A2399,2013-05-10,Westlake Ave & Stewart Street,Camping,,,,-122.337464,47.613286,,McGinn,2013,5,19
A2420,2013-05-15,Admiral Way Bridge btwn 39th SW and Walnut Ave SW,Camping,,,,-122.332071,47.606209,,McGinn,2013,5,20
A2160,2013-05-16,1700 UTAH AVE S,Camping,,,,-122.335099,47.588192,,McGinn,2013,5,20
A2042,2013-05-16,Pine Street Stairway under AWV,Camping,,,,-122.34316,47.609082,,McGinn,2013,5,20
A1783,2013-05-16,Denny Way and Broad St Triangle,Camping,,,,-122.35037,47.618593,,McGinn,2013,5,20
A2412,2013-05-17,7th Ave & Denny Way (Aurora on & off ramp),Camping,,,,-122.343472,47.61856,,McGinn,2013,5,20
A2407,2013-05-17,Under I-5 Express lanes/E Alison,Encampment,,,,-122.322116,47.648699,,McGinn,2013,5,20
A2031,2013-05-23,Duwamish Head Greenbelt,Encampment,,,,-122.376645,47.584892,,McGinn,2013,5,21
A1892,2013-05-31,4th Avenue South Offramp from Spokane St,Camping,,,,-122.32815,47.56962,,McGinn,2013,5,22
A2619,2013-05-31,3rd Ave S ( S Stacy & S Walker St),Camping,,,,-122.330002,47.581877,,McGinn,2013,5,22
A2246,2013-06-05,W Duwamish Greenbelt Soundway - W. Marginal Way and Highland Parkway,Encampment,,,,-122.346926,47.541874,,McGinn,2013,6,23
A2406,2013-06-06,6500 block of 13th Ave SW - W. Duwamish GB,Camping,,,,-122.352033,47.543569,,McGinn,2013,6,23
A1983,2013-06-11,Spokane St and East Waterway,Camping,,,,-122.344308,47.570837,,McGinn,2013,6,24
A1325,2013-06-12,Under AWV south of Lenora St,Camping,,,,-122.346284,47.609968,,McGinn,2013,6,24
A2400,2013-06-12,7th Ave & Columbia Street,Camping,,,,-122.327812,47.605841,,McGinn,2013,6,24
A2362,2013-06-14,Under bridge - 15th Ave NE & NE 105th St,Camping,,,,-122.376747,47.705201,,McGinn,2013,6,24
A479,2013-06-14,Under the Ballard Bridge south of NW 45th St,Camping,,,,-122.375817,47.661477,,McGinn,2013,6,24
A304,2013-06-18,West Emerson  Overpass,Camping,,,,-122.37719,47.652918,,McGinn,2013,6,25
A520,2013-06-25,950 S King St,Camping,,,,-122.320572,47.598388,,McGinn,2013,6,26
A504,2013-06-27,Cascade P-Patch,Camping,,,,-122.331734,47.621199,,McGinn,2013,6,26
A534,2013-06-27,Carkeek Park,Camping,,,,-122.329974,47.605078,,McGinn,2013,6,26
A637,2013-07-16,1st Ave S Overpass at Denver Ave South,Camping,,,,-122.335213,47.562088,,McGinn,2013,7,29
A1893,2013-07-16,4th Avenue South Offramp from Spokane St,Encampment,,,,-122.32815,47.56962,,McGinn,2013,7,29
A1958,2013-07-23,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,,,,-122.376409,47.663665,,McGinn,2013,7,30
A1588,2013-07-23,6th Ave NE & NE 40th Street (SE corner),Camping,,,,-122.322548,47.655536,,McGinn,2013,7,30
A2133,2013-07-23,1700 block 6th Ave S,Camping,,,,-122.325701,47.586925,,McGinn,2013,7,30
A2845,2013-07-23,Troll Ave N,Camping,,,,-122.347374,47.650964,,McGinn,2013,7,30
A225,2013-07-23,Magnolia Bridge (under bridge),Encampment,,,,-122.37693,47.633492,,McGinn,2013,7,30
A2435,2013-07-23,14th Ave W. and W. Galer,Camping,,,,-122.374649,47.632241,,McGinn,2013,7,30
A2428,2013-07-24,Wolf Creek Ravine,Camping,,,,-122.353133,47.639962,,McGinn,2013,7,30
A2401,2013-07-30,7th Ave & Columbia Street,Camping,,,,-122.327812,47.605841,,McGinn,2013,7,31
A2460,2013-08-01,Northgate Park,Camping,,,,-122.323158,47.704059,,McGinn,2013,8,31
A2065,2013-08-05,Freeway Park,Camping,,,,-122.330807,47.609324,,McGinn,2013,8,32
A1984,2013-08-06,Spokane St and East Waterway,Camping,,,,-122.344308,47.570837,,McGinn,2013,8,32
A2258,2013-08-06,SW Spokane St west of east waterway in parking lot,Camping,,,,-122.346883,47.570721,,McGinn,2013,8,32
A2474,2013-08-09,Colorado Ave S south of S Horton St,Camping,,,,-122.336884,47.574036,,McGinn,2013,8,32
A898,2013-08-09,SW Spokane St & Avalon Wy SW,Camping,,,,-122.370572,47.571358,,McGinn,2013,8,32
A2389,2013-08-13,Cal Anderson Park,Camping,,,,-122.318178,47.615673,,McGinn,2013,8,33
A638,2013-08-13,1st Ave S Overpass at Denver Ave South,Camping,,,,-122.335213,47.562088,,McGinn,2013,8,33
A610,2013-08-13,W Nickerson Overpass,Encampment,,,,-122.376645,47.653319,,McGinn,2013,8,33
A2478,2013-08-13,1629 Summit Ave,Camping,,,,-122.325908,47.616119,,McGinn,2013,8,33
A2440,2013-08-13,401 NE Northlake Way,Camping,,,,-122.323845,47.653738,,McGinn,2013,8,33
A1939,2013-08-13,I-5 off ramp at 7th & James St,Camping,,,,-122.326972,47.604623,,McGinn,2013,8,33
A2497,2013-08-14,Utah Ave S & S Dawson St,Camping,,,,-122.335319,47.555696,,McGinn,2013,8,33
A1444,2013-08-14,Alaskan Way Viaduct & S Washington St,Camping,,,,-122.335529,47.600859,,McGinn,2013,8,33
A2473,2013-08-15,Underpass at Aurora Ave N & Lynn St,Camping,,,,-122.345496,47.639152,,McGinn,2013,8,33
A1558,2013-08-20,1900 Alaskan Way,Camping,,,,-122.344497,47.608917,,McGinn,2013,8,34
A576,2013-08-22,NE 40th St Greenbelt,Encampment,,,,-122.324131,47.655977,,McGinn,2013,8,34
A1852,2013-08-22,Broad Street Under Aurora Ave,Camping,,,,-122.34389,47.623571,,McGinn,2013,8,34
A1713,2013-08-22,1811 Eastlake Ave,Camping,,,,-122.329545,47.618372,,McGinn,2013,8,34
A170,2013-08-29,66 Bell St,Camping,,,,-122.329974,47.605078,,McGinn,2013,8,35
A521,2013-08-29,950 S King St,Camping,,,,-122.320572,47.598388,,McGinn,2013,8,35
A899,2013-08-29,SW Spokane St & Avalon Wy SW,Camping,,,,-122.370572,47.571358,,McGinn,2013,8,35
A2171,2013-08-30,15th Ave W & W Garfield St,Encampment,,,,-122.376176,47.633531,,McGinn,2013,8,35
A611,2013-08-30,W Nickerson Overpass,Camping,,,,-122.376645,47.653319,,McGinn,2013,8,35
A2458,2013-09-03,Pier 62/63,Camping,,,,-122.34466,47.609025,,McGinn,2013,9,36
A2446,2013-09-03,Victor Steinbrueck Park,Camping,,,,-122.34375,47.610011,,McGinn,2013,9,36
A1762,2013-09-04,12th Ave W & W Blaine Street,Encampment,,,,-122.372749,47.634758,,McGinn,2013,9,36
A2513,2013-09-06,SW Admiral Way and 34th Ave SW west side of the street,Camping,,,,-122.375518,47.575997,,McGinn,2013,9,36
A2515,2013-09-06,SW Charlestown btwn Marginal Pl SW and W Marginal Way SW,Camping,,,,-122.356625,47.578842,,McGinn,2013,9,36
A468,2013-09-09,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,McGinn,2013,9,37
A2385,2013-09-12,JTF 9600 Myers Way S,Camping,,,,-122.331476,47.516592,,McGinn,2013,9,37
A2524,2013-09-13,Under I-90 Near Metro Tunnel Entrance,Camping,,,,-122.321606,47.594414,,McGinn,2013,9,37
A2091,2013-09-17,I-5 NB Offramp at NE 50th Street,Camping,,,,-122.322853,47.664968,,McGinn,2013,9,38
A2518,2013-09-17,Franklin Ave E & I-5,Encampment,,,,-122.325008,47.632804,,McGinn,2013,9,38
A2162,2013-09-19,1700 UTAH AVE S,Camping,,,,-122.335099,47.588192,,McGinn,2013,9,38
A2620,2013-09-19,3rd Ave S ( S Stacy & S Walker St),Camping,,,,-122.330002,47.581877,,McGinn,2013,9,38
A2548,2013-09-19,2902 Occidental Ave S,Camping,,,,-122.333322,47.577828,,McGinn,2013,9,38
A2546,2013-09-19,Alley behind 2019 3rd Ave,Camping,,,,-122.341797,47.612217,,McGinn,2013,9,38
A2465,2013-09-20,1116 California Ave SW - lower Hamilton VP,Camping,,,,-122.386976,47.59375,,McGinn,2013,9,38
A358,2013-09-22,Alaskan Way Viaduct & Pike St,Camping,,,,-122.34278,47.60789,,McGinn,2013,9,38
A2539,2013-09-25,Woodland Park south of Off Leash area,Camping,,,,-122.34375,47.668971,,McGinn,2013,9,39
A3012,2013-09-26,Alaskan Way & Marion St overpass,Camping,,,,-122.337468,47.60321,,McGinn,2013,9,39
A2564,2013-09-27,4th Ave and Dilling Way,Camping,,,,-122.329341,47.602051,,McGinn,2013,9,39
A2526,2013-09-27,15th Avenue NE & NE 107th St Under Bridge,Camping,,,,-122.312449,47.706321,,McGinn,2013,9,39
A1714,2013-09-27,1811 Eastlake Ave,Camping,,,,-122.329545,47.618372,,McGinn,2013,9,39
A1137,2013-09-27,1317 N 121st St Greenbelt,Encampment,,,,-122.341375,47.716423,,McGinn,2013,9,39
A2477,2013-09-30,Westlake Park,Camping,,,,-122.336991,47.611826,,McGinn,2013,9,40
A2557,2013-10-01,Evanston Ave N & N 105th St,Camping,,,,-122.351416,47.705067,,McGinn,2013,10,40
A2134,2013-10-01,1700 block 6th Ave S,Encampment,,,,-122.325701,47.586925,,McGinn,2013,10,40
A2332,2013-10-01,600 S Massachusetts Street,Camping,,,,-122.325974,47.588243,,McGinn,2013,10,40
A2544,2013-10-01,4521 6th Ave S,Camping,,,,-122.326697,47.56282,,McGinn,2013,10,40
A2574,2013-10-04,ROW greenbelt east of 1111 W Nickerson St,Camping,,,,-122.371559,47.654519,,McGinn,2013,10,40
A2560,2013-10-04,Behind 12525 Aurora Ave N (Lowes),Camping,,,,-122.347006,47.720541,,McGinn,2013,10,40
A843,2013-10-10,Licton Springs Park (North End),Camping,,,,-122.339721,47.699776,,McGinn,2013,10,41
A2216,2013-10-11,S Holgate St and Airport Way S,Camping,,,,-122.329974,47.605078,,McGinn,2013,10,41
A2480,2013-10-15,Maclean Park (greenbelt east side),Encampment,,,,-122.344008,47.635813,,McGinn,2013,10,42
A2587,2013-10-18,Under 520 and Boyer,Camping,,,,-122.316027,47.642723,,McGinn,2013,10,42
A1731,2013-10-18,Harvard Ave E & E Allison St,Encampment,,,,-122.322102,47.648718,,McGinn,2013,10,42
A2569,2013-10-18,Under 520 @ Roanoke Park & Boyer,Camping,,,,-122.316885,47.642637,,McGinn,2013,10,42
A1987,2013-10-22,S Spokane St and E. Waterway,Encampment,,,,-122.344587,47.570942,,McGinn,2013,10,43
A2165,2013-10-22,1900 Utah Ave S,Camping,,,,-122.335119,47.586087,,McGinn,2013,10,43
A2135,2013-10-22,1700 block 6th Ave S,Camping,,,,-122.325701,47.586925,,McGinn,2013,10,43
A1997,2013-10-22,12th Ave S & S Lane St,Camping,,,,-122.317387,47.596616,,McGinn,2013,10,43
A577,2013-10-22,NE 40th St Greenbelt,Camping,,,,-122.324131,47.655977,,McGinn,2013,10,43
A2283,2013-10-29,Ballard Bridge north end,Camping,,,,-122.376237,47.661399,,McGinn,2013,10,44
A1218,2013-10-29,Ballard Bridge south end,Camping,,,,-122.329974,47.605078,,McGinn,2013,10,44
A1665,2013-10-29,NW Leary Way Triangle,Camping,,,,-122.329974,47.605078,,McGinn,2013,10,44
A2570,2013-10-29,Under 520 @ Roanoke Park & Boyer,Camping,,,,-122.316885,47.642637,,McGinn,2013,10,44
A2172,2013-10-29,15th Ave W & W Garfield St,Encampment,,,,-122.376176,47.633531,,McGinn,2013,10,44
A2590,2013-10-30,N 121st St & Stone Way N,Camping,,,,-122.342162,47.716345,,McGinn,2013,10,44
A2050,2013-11-01,3200 block NW 54th Street,Encampment,,,,-122.398681,47.667719,,McGinn,2013,11,44
A1792,2013-11-01,NW 54th St & 32nd Ave NW,Encampment,,,,-122.398313,47.667539,,McGinn,2013,11,44
A2217,2013-11-05,S Holgate St and Airport Way S,Camping,,,,-122.329974,47.605078,,McGinn,2013,11,45
A1359,2013-11-05,I-5 offramp at NE 45th Street,Camping,,,,-122.329974,47.605078,,McGinn,2013,11,45
A2193,2013-11-05,Summit Slope Park,Camping,,,,-122.325287,47.619695,,McGinn,2013,11,45
A2390,2013-11-05,Cal Anderson Park,Camping,,,,-122.318178,47.615673,,McGinn,2013,11,45
A2517,2013-11-05,14054 17th Avenue Northwest,Camping,,,,-122.378465,47.701586,,McGinn,2013,11,45
A2236,2013-11-05,Tashkent Park,Camping,,,,-122.323042,47.623356,,McGinn,2013,11,45
A1301,2013-11-05,Franklin Ave E & E Galer St,Camping,,,,-122.324988,47.632262,,McGinn,2013,11,45
A1940,2013-11-05,I-5 off ramp at 7th & James St,Camping,,,,-122.326972,47.604623,,McGinn,2013,11,45
A2371,2013-11-05,25th Ave. S and S. McClellan St.,Camping,,,,-122.300813,47.577409,,McGinn,2013,11,45
A2484,2013-11-05,I-5 NB onramp at Denny Way,Camping,,,,-122.328966,47.618748,,McGinn,2013,11,45
A2509,2013-11-05,Hillside east of I-5 at 7th Ave & James St,Camping,,,,-122.326974,47.604625,,McGinn,2013,11,45
A332,2013-11-05,I-5 Colonnade Park,Camping,,,,-122.3238,47.63569,,McGinn,2013,11,45
A2468,2013-11-05,911 Pike Street/I-5 southbound onramp,Camping,,,,-122.33103,47.61255,,McGinn,2013,11,45
A2506,2013-11-05,I-5 Sound Barrier Wall at 5th Ave NE overpass,Camping,,,,-122.322887,47.683552,,McGinn,2013,11,45
A2471,2013-11-05,929 S Harney St / I-5 NB onramp,Camping,,,,-122.320165,47.548181,,McGinn,2013,11,45
A2456,2013-11-05,24th Ave S & S McClellan St - Cheasty Greenspace,Camping,,,,-122.301287,47.578355,,McGinn,2013,11,45
A819,2013-11-05,Arboretum,Camping,,,,-122.291222,47.64229,,McGinn,2013,11,45
A2417,2013-11-05,32nd Ave W Park,Camping,,,,-122.398338,47.644979,,McGinn,2013,11,45
A2607,2013-11-06,I-5 SB off-ramp & S Albro St,Camping,,,,-122.313623,47.548349,,McGinn,2013,11,45
A2173,2013-11-07,15th Ave W & W Garfield St,Camping,,,,-122.376176,47.633531,,McGinn,2013,11,45
A2575,2013-11-07,9600 Myers Way S,Encampment,,,,-122.332071,47.606209,,McGinn,2013,11,45
A1681,2013-11-08,Pasadena Ple NE & NE 42nd St,Camping,,,,-122.321745,47.657424,,McGinn,2013,11,45
A900,2013-11-12,SW Spokane St & Avalon Wy SW,Camping,,,,-122.370572,47.571358,,McGinn,2013,11,46
A2408,2013-11-12,Under I-5 Express lanes/E Alison,Camping,,,,-122.322116,47.648699,,McGinn,2013,11,46
A681,2013-11-15,1426 Alaskan Way,Camping,,,,-122.329974,47.605078,,McGinn,2013,11,46
A2190,2013-11-15,2201 Utah Ave S,Camping,,,,-122.335132,47.583952,,McGinn,2013,11,46
A2621,2013-11-15,3rd Ave S ( S Stacy & S Walker St),Camping,,,,-122.330002,47.581877,,McGinn,2013,11,46
A1658,2013-11-15,Under I-5 at 12th Ave So & So Lucille,Camping,,,,-122.317186,47.55346,,McGinn,2013,11,46
A1559,2013-11-18,1900 Alaskan Way,Camping,,,,-122.344497,47.608917,,McGinn,2013,11,47
A2402,2013-11-26,7th Ave & Columbia Street,Camping,,,,-122.327812,47.605841,,McGinn,2013,11,48
A2136,2013-11-26,1700 block 6th Ave S,Camping,,,,-122.325701,47.586925,,McGinn,2013,11,48
A2333,2013-11-26,600 S Massachusetts Street,Camping,,,,-122.325974,47.588243,,McGinn,2013,11,48
A469,2013-12-02,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,McGinn,2013,12,49
A226,2013-12-02,Magnolia Bridge (under bridge),Encampment,,,,-122.37693,47.633492,,McGinn,2013,12,49
A308,2013-12-03,S Albro Place,Camping,,,,-122.314339,47.547253,,McGinn,2013,12,49
A1765,2013-12-03,Longfellow Green Space North,Camping,,,,-122.368094,47.566831,,McGinn,2013,12,49
A1534,2013-12-05,100 block Marion Street,Camping,,,,-122.335575,47.603863,,McGinn,2013,12,49
A2284,2013-12-06,Ballard Bridge north end,Camping,,,,-122.376237,47.661399,,McGinn,2013,12,49
A1715,2013-12-06,1811 Eastlake Ave,Camping,,,,-122.329545,47.618372,,McGinn,2013,12,49
A2632,2013-12-09,3rd Ave S & S Royal Brougham Way,Camping,,,,-122.330023,47.5917,,McGinn,2013,12,50
A1732,2013-12-13,Harvard Ave E & E Allison St,Camping,,,,-122.322102,47.648718,,McGinn,2013,12,50
A314,2013-12-16,Catholic Hill Pathway,Camping,,,,-122.323279,47.524686,,McGinn,2013,12,51
A3205,2013-12-16,Alaskan Way Viaduct & Yesler,Camping,,,,-122.337849,47.603704,,McGinn,2013,12,51
A360,2013-12-16,Alaskan Way Viaduct & Pike St,Camping,,,,-122.34278,47.60789,,McGinn,2013,12,51
A971,2013-12-16,4th Ave under Yesler overpass,Camping,,,,-122.328969,47.600895,,McGinn,2013,12,51
A3013,2013-12-16,Alaskan Way & Marion St overpass,Camping,,,,-122.337468,47.60321,,McGinn,2013,12,51
A2629,2013-12-20,S Grand St & Rainier Ave S - triangle lot,Camping,,,,-122.304664,47.586873,,McGinn,2013,12,51
A2403,2013-12-23,7th Ave & Columbia Street,Camping,,,,-122.327812,47.605841,,McGinn,2013,12,52
A1959,2013-12-23,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,,,,-122.376409,47.663665,,McGinn,2013,12,52
A1219,2013-12-23,Ballard Bridge south end,Camping,,,,-122.329974,47.605078,,McGinn,2013,12,52
A2424,2014-01-08,Columbia Street & Post Avenue,Camping,,,,-122.335328,47.603197,,Murray,2014,1,2
A2404,2014-01-14,7th Ave & Columbia Street,Camping,,,,-122.327812,47.605841,,Murray,2014,1,3
A2650,2014-01-17,6th Ave S & S Snoqualmie St,Camping,,,,-122.326671,47.561984,,Murray,2014,1,3
A2656,2014-01-21,Under Delridge Way on ramp,Camping,,,,-122.360766,47.570408,,Murray,2014,1,4
A2391,2014-01-21,Cal Anderson Park,Camping,,,,-122.318178,47.615673,,Murray,2014,1,4
A277,2014-01-22,E Marginal Way S & S Spokane St (parking lot under S Spokane St),Camping,,,,-122.340354,47.571604,,Murray,2014,1,4
A2137,2014-01-22,1700 block 6th Ave S,Camping,,,,-122.325701,47.586925,,Murray,2014,1,4
A2667,2014-01-24,Sturgus & S Massachusetts Greenbelt,Camping,,,,-122.312562,47.590502,,Murray,2014,1,4
A1821,2014-01-26,S Spokane St & Duwamish Ave S landscape area,Camping,,,,-122.34375,47.571864,,Murray,2014,1,4
A362,2014-01-27,Alaskan Way Viaduct & Pike St,Camping,,,,-122.34278,47.60789,,Murray,2014,1,4
A652,2014-01-27,2nd Ave Extension & So Washington,Camping,,,,-122.329784,47.599298,,Murray,2014,1,4
A1639,2014-01-27,114 Alaskan Way S (Prudential Building),Camping,,,,-122.332071,47.606209,,Murray,2014,1,4
A901,2014-01-27,SW Spokane St & Avalon Wy SW,Camping,,,,-122.370572,47.571358,,Murray,2014,1,4
A2481,2014-01-28,Maclean Park (greenbelt east side),Camping,,,,-122.344008,47.635813,,Murray,2014,1,5
A2378,2014-01-28,Queen Anne Greenbelt,Encampment,,,,-122.372157,47.629517,,Murray,2014,1,5
A350,2014-01-28,NE Queen Anne Greenbelt,Camping,,,,-122.34594,47.6358,,Murray,2014,1,5
A2630,2014-01-31,Plum Tree Park,Camping,,,,-122.298281,47.616772,,Murray,2014,1,5
A1220,2014-02-06,Ballard Bridge south end,Camping,,,,-122.329974,47.605078,,Murray,2014,2,6
A2285,2014-02-06,Ballard Bridge north end,Camping,,,,-122.376237,47.661399,,Murray,2014,2,6
