First_Inspection_Date,Type,Location,Posting_Date,Removal_Start,Removal_End,Tents,Structures,Bedrolls,Vehicles,72_Tents,72_ Structures,72_Bedrolls,72_Vehicles,Latitude,Longitude
12/21/2017,Clean - No Campers,1628 Crawford Pl,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/21/2017,Clean - No Campers,Homer Harris Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/21/2017,Clean - No Campers,Seven Hills Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/21/2017,Litter Pick,1000 S Weller St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/21/2017,Litter Pick,Williams Place Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/21/2017,Litter Pick,Cal Anderson Park,n/a,n/a,n/a,0,0,1,0,0,0,0,0,47.6156728,-122.3181782
12/27/2017,Clean - No Campers,6th Ave NW & NW 41st St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/27/2017,Clean - No Campers,Woodlawn Ave N & N 45th St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/27/2017,Litter Pick,8th Ave NW & NW Fern Pl,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/27/2017,Litter Pick,NW 36th St & Leary Way NW,n/a,n/a,n/a,0,0,0,1,0,0,0,0,"",""
12/27/2017,Litter Pick,600 block NW 42nd St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/27/2017,72-Hour Clean,Alaskan Way to Post Ave & Marion St to S Washington St,12/28/2017,1/3/2018,1/3/2018,22,1,0,0,14,2,3,0,47.60201332,-122.3375491
12/27/2017,Clean - No Campers,6730 37th Ave S,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5416364,-122.2862608
12/27/2017,Clean - No Campers,2915 17th Ave S (planting strip),n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.577269,-122.311133
12/27/2017,Clean - No Campers,15th Ave S @ Dakota (planting strip),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/27/2017,Clean - No Campers,1901 22nd Ave S,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5862166,-122.3045883
12/27/2017,Clean - No Campers,6th Ave S & Holgate St,"","","",,,,,,,,,47.58697595,-122.3256826
12/27/2017,Inspection,8th Ave NW & NW 43rd St,"","","",0,1,0,6,,,,,"",""
12/27/2017,Inspection,NE 45th St & 7th Ave NE,"","","",1,1,0,0,,,,,"",""
12/28/2017,Obstruction,5300 24th Ave NW,n/a,3/21/2018,3/21/2018,0,1,0,1,1,0,0,1,"",""
12/28/2017,Clean - No Campers,4725 Ballard Ave NW (ROW),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Clean - No Campers,NW 48th St & Ballard Ave NW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Clean - No Campers,4500 9th Ave NW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Clean - No Campers,4713 14th Ave NW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Clean - No Campers,NW 53rd St & 14th Ave NW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Clean - No Campers,916 N 93rd St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Litter Pick,8th Ave NW & NW 49th St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Litter Pick,17th Ave NW & NW 50th St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Inspection,5148 4th Ave S,"","","",0,0,0,6,,,,,"",""
12/28/2017,Inspection,S Hudson St bwtn Utah Ave S & 1st Ave,"","","",0,0,0,5,,,,,"",""
12/28/2017,Clean - No Campers,1919 6th Ave S (busway behind building),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/28/2017,Clean - No Campers,Occidental Ave S & S Stacy St (planting strip),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/29/2017,Clean - No Campers,Tashkent Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/29/2017,Clean - No Campers,Thomas Street Mini Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
12/29/2017,Clean - No Campers,First Hill Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/1/2018,Inspection,Alaskan Way from Main St to Spring St & Columbia St,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,NB exit at Dearborn,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,Airport Way & Holgate,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,9th & Bradford  (Spokane St. to Adams),"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,NE 50th St. I-5 Exit Off Ramp Northbound,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,NE 45th St I-5 On Ramp Northbound,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,NB I-5 before 85th st. Exit,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,NB I-5 next to Kobe Terrace,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,W Admiral Way greenspace( westside),"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,Washington Park Arboretum Forster Island,"",Audit,"",,,,,,,,,47.657889,-122.323062
1/1/2018,Hazard,Columbia & Post,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,Myers Way,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,771 NE Ravenna Blvd.,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,I-5 NB 50th St on-ramp,"",Audit,"",,,,,,,,,"",""
1/1/2018,72-Hour Clean,S Jackson St to S King St from 7th to 9th,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,929 S Harney St / I-5 NB onramp,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,929 S Harney St / I-5 NB onramp,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,929 S Harney St / I-5 NB onramp,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,I-5 NB & SB on-off ramps,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,I-5 NB & SB on-off ramps,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,I-5 NB & SB on-off ramps,"",Audit,"",,,,,,,,,"",""
1/1/2018,72-Hour Clean,Lake City off-ramp & under Lake City flyover,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,"Dearborn, 4th & Edgar Martinez ",n/a,Audit,"",0,0,0,0,0,0,0,0,"",""
1/1/2018,Litter Pick,50th & I-5,n/a,Audit,"",0,0,0,0,0,0,0,0,"",""
1/1/2018,Litter Pick,I-5 Corridor,n/a,Audit,"",0,0,0,0,0,0,0,0,"",""
1/1/2018,Litter Pick,Mercer Corridor  litter pick,n/a,Audit,"",0,0,0,0,0,0,0,0,"",""
1/1/2018,Litter Pick,I-5 NB & SB on-off ramps,n/a,Audit,"",0,0,0,0,0,0,0,0,"",""
1/1/2018,Hazard,N 115th St,"",Audit,"",,,,,,,,,"",""
1/1/2018,Clean - No Campers,5th Ave S & S Michigan St,"",Audit,"",,,,,,,,,"",""
1/1/2018,Obstruction,10th Ave s & S Henderson St,"",Audit,"",,,,,,,,,"",""
1/1/2018,Clean - No Campers,HWY 99 at Cloverdale,"",Audit,"",,,,,,,,,"",""
1/1/2018,Litter Pick,I-5 & 92nd,n/a,Audit,n/a,0,0,0,0,0,0,0,0,"",""
1/1/2018,Litter Pick,Olive Way & Melrose,n/a,Audit,n/a,0,0,0,0,0,0,0,0,"",""
1/1/2018,Litter Pick,Rainier Ave I-90 EB on-ramp,"",Audit,"",,,,,,,,,"",""
1/1/2018,Support,Peters Place,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,NE 50th St onramp to I-5 southbound,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,Colman Park,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,7th Ave NE & NE 43rd St - I-5 NB offramp,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,NB I-5 exit 169 to NE 50th St (traffic island),"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,Pike St at Barrier Wall,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,I-5 NB Exit at 50th,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,Lake Union Park,"",Audit,"",,,,,,,,,"",""
1/1/2018,Inspection,5th Ave NE from NE 60th St to NE 52nd Street,"",Audit,"",,,,,,,,,"",""
1/1/2018,"","","",Audit,"",,,,,,,,,"",""
1/2/2018,Inspection,Interlaken Park,"","","",1,0,0,0,,,,,47.6420596,-122.3171194
1/2/2018,Inspection,Roanoke Park,"","","",1,0,0,0,,,,,47.605078,-122.329974
1/2/2018,Litter Pick,Mineral Springs Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Litter Pick,100 block of NE 116th St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Litter Pick,Northacres Park,n/a,n/a,n/a,0,0,0,1,0,0,0,0,"",""
1/2/2018,Inspection,6401 Occidental Ave S,"","","",1,0,0,4,,,,,"",""
1/2/2018,Inspection,2764 1st Ave S (behind bank),"","","",,,,,,,,,47.5779726,-122.3337112
1/2/2018,72-Hour Clean,S Front st & 1st Ave S Bridge,"",8/1/2018,8/1/2018,6,4,1,7,,,,,"",""
1/2/2018,Clean - No Campers,9410 Delridge Way SW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.51868887,-122.3562727
1/2/2018,Clean - No Campers,South Park Meadow,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,9226 Delridge Way SW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,9245 20th Ave SW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,Delridge Way SW & SW Cambridge St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,23rd Ave S near S Holgate st,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,ROW greenbelt 30th Ave S & S Angeline st,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,4772 Ohio Ave S,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,2200 block 12th Ave S,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Clean - No Campers,Hiawatha Green Space,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Litter Pick,9419 17th Ave SW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Litter Pick,2764 1st Ave S (behind bank),"",3/26/2018,3/26/2018,3,0,0,1,,,,,47.5779726,-122.3337112
1/2/2018,Inspection,Victory Creek Park,"","","",3,1,0,0,,,,,"",""
1/2/2018,Clean - No Campers,Frink Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/2/2018,Litter Pick,Daejeon Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/3/2018,72-Hour Clean,I-90 EB on-ramp off of Rainier tunnel entrance,1/4/2018,1/9/2018,1/11/2018,10,4,0,1,6,2,0,0,"",""
1/3/2018,72-Hour Clean,I-90 EB on-ramp off of Rainier tunnel exit,1/4/2018,1/9/2018,1/11/2018,2,2,0,0,4,0,0,0,"",""
1/3/2018,72-Hour Clean,Benvenuto View Point,1/26/2018,1/29/2018,1/31/2018,3,3,0,0,6,0,0,0,47.58966435,-122.3032828
1/3/2018,72-Hour Clean,Rainier Metro Stairs,2/9/2018,2/12/2018,2/13/2018,5,1,0,0,7,0,1,0,"",""
1/4/2018,72-Hour Clean,Woodland Park,1/4/2018,1/8/2018,1/8/2018,3,0,0,0,0,0,0,0,47.66798845,-122.3470116
1/5/2018,Clean - No Campers,NE Ravenna Blvd & NE 65th St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/5/2018,Clean - No Campers,Aurora Ave N underpass at N 63rd St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/5/2018,Clean - No Campers,Green Lake - N 70th & Aurora Ave N,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/5/2018,Clean - No Campers,7778 W Green Lake Dr N,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/5/2018,Clean - No Campers,7810 E Green Lake Dr N,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/5/2018,Inspection,4521 6th Ave S,"","","",0,0,0,20,,,,,"",""
1/5/2018,Inspection,815 S Seattle Blvd,"","","",2,0,0,0,,,,,47.5955893,-122.3274371
1/5/2018,72-Hour Clean,5th Ave NE from NE 60th St to NE 52nd Street,4/26/2018,5/3/2018,5/3/2018,7,2,0,0,0,1,0,0,"",""
1/5/2018,Inspection,7244 W Green Lake Dr N,"","","",1,0,1,0,,,,,"",""
1/8/2018,Inspection,7th Ave NE @ NE 42 (Planting strip),"","","",5,6,0,0,,,,,"",""
1/8/2018,Inspection,929 S Harney St / I-5 NB onramp,"","","",1,0,0,0,,,,,47.5481814,-122.3201645
1/8/2018,72-Hour Clean,S Washington St to S Main St including 2nd Ave Ext S & 3rd Ave S,1/8/2018,1/11/2018,1/11/2018,11,2,0,0,6,2,0,0,47.60012424,-122.3306709
1/8/2018,Clean - No Campers,43rd Ave S & S Adams St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5652722,-122.2795324
1/8/2018,Clean - No Campers,Mt Baker Park - parking lot (Lake Park Dr S & Shoreland Dr S),n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5820039,-122.2878847
1/8/2018,Litter Pick,Des Moines Memorial Dr. S & W Marginal Way S,"","","",0,0,0,0,,,,,47.51953913,-122.3172373
1/8/2018,Litter Pick,E Duwamish Greenspace (Beacon Ave S & 13th Ave S),"","","",,,,,,,,,47.605078,-122.329974
1/8/2018,Litter Pick,East Duwamish Greenbelt (Behind 2523 13th Ave S),"","","",0,0,0,0,,,,,47.568351,-122.2894876
1/9/2018,Inspection,E Duwamish Greenbelt/10th Ave S & S Snoqualmie St,"","","",5,4,0,0,,,,,47.5616876,-122.3201705
1/9/2018,Inspection,WSDOT  E Duwamish Greenbelt- 10th Ave S & S Snoqualmie st,"","","",5,4,0,0,,,,,"",""
1/9/2018,72-Hour Clean,MLK Jr. Park,"",4/10/2018,4/10/2018,4,2,0,0,4,2,0,0,47.5816353,-122.2969294
1/9/2018,72-Hour Clean,12th Ave S & S Jackson (In Bushes on Hillside),2/22/2018,2/26/2018,2/27/2018,0,5,1,1,1,3,0,0,47.5991955,-122.3185811
1/9/2018,Clean - No Campers,Lake Washington Blvd between T dock & Stan Sayers Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.605078,-122.329974
1/9/2018,Clean - No Campers,Katie Blacks Garden,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.59024596,-122.3175411
1/9/2018,Clean - No Campers,Lakeridge Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5054429,-122.2469399
1/9/2018,Clean - No Campers,Dead end of S Walker St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5837184,-122.3204029
1/9/2018,Clean - No Campers,S Myrtle Pl,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5372929,-122.2868523
1/10/2018,Inspection,1st Presbyterian Shelter Grounds,"","","",1,0,0,0,,,,,47.605078,-122.329974
1/10/2018,72-Hour Clean,Alaskan Way & Yesler,1/10/2018,1/16/2018,1/16/2018,3,0,0,0,1,0,0,0,"",""
1/11/2018,Clean - No Campers,Evanston Ave N & N 105th St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/11/2018,Clean - No Campers,Greenwood Ave N & Holman Rd NW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/11/2018,Clean - No Campers,9221 Greenwood Ave N,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/11/2018,Clean - No Campers,9200 Greenwood Ave N,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/11/2018,Clean - No Campers,1117 N 85th St (alley),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/11/2018,Inspection,Eastlake Ave E -Under Denny Way overpass,"","","",2,0,1,0,,,,,47.6185608,-122.3291114
1/16/2018,Clean - No Campers,Beaver Pond Natural Area,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,Cedar Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,35th Ave NE @ Erickson Pl NE,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,Helene Madison Pool,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,Meadowbrook Playfield,"","","",0,0,0,0,,,,,"",""
1/16/2018,Litter Pick,13000 block of Lake City Way NE,"","","",0,0,0,0,,,,,"",""
1/16/2018,Litter Pick,24th Ave NE & Lake City Way,"","","",0,0,0,0,,,,,"",""
1/16/2018,Litter Pick,Lake City Mini Park,"","","",0,0,0,0,,,,,"",""
1/16/2018,CANCELLED,1000 S Weller St,"",Cancelled,Cancelled,1,2,0,0,,,,,"",""
1/16/2018,Clean - No Campers,15TH Ave E & E Thomas st,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,1808 14th Ave (planting strip),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,E Howell st & 15th Ave,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,Cal Anderson Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,162 12th Ave,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,12th Ave & E Olive St,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,1600 S Jackson St & Casa Latina,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/16/2018,Clean - No Campers,12th Ave S & S Jackson St (NE corner),n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/18/2018,Clean - No Campers,Bitter Lake Reservoir,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/18/2018,Clean - No Campers,N 122nd St & Interurban Trail,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/18/2018,Litter Pick,N 110th St & Interurban Trail,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/18/2018,Litter Pick,N 128th St & Interurban Trail,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/18/2018,Clean - No Campers,Bitter Lake Playfield,"","","",0,0,0,0,,,,,"",""
1/19/2018,72-Hour Clean,Harborview Emphasis Zone,6/1/2018,6/5/2018,6/7/2018,38,3,2,0,35,8,0,0,"",""
1/22/2018,72-Hour Clean,Prefontaine Place Park,1/22/2018,1/25/2018,1/25/2018,0,0,1,0,0,0,0,0,"",""
1/23/2018,72-Hour Clean,Ravenna & Cowen Parks,2/1/2018,2/6/2018,2/7/2018,13,1,1,0,7,1,0,0,47.672277,-122.311202
1/23/2018,Litter Pick,Melrose Ave & E Olive PL,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.6170679,-122.3278931
1/24/2018,Inspection,NE 50 St & 5th Ave NE,"","","",3,0,0,0,,,,,"",""
1/24/2018,Litter Pick,1300 Airport Way S,"","","",,,,,,,,,"",""
1/26/2018,Inspection,Longfellow Creek Greenspace (West),"","","",2,0,0,0,,,,,"",""
1/29/2018,72-Hour Clean,Ballard Bridge,1/29/2018,2/1/2018,2/1/2018,5,0,1,0,3,0,0,0,47.6636651,-122.3764092
1/31/2018,Inspection,Wetlands adjacent to 1st Ave S bridge,"","","",5,1,0,0,,,,,47.5388146,-122.3347529
1/31/2018,72-Hour Clean,Ravenna Woods,2/1/2018,2/7/2018,2/8/2018,2,1,0,0,,,,,47.6627161,-122.3029471
1/31/2018,Litter Pick,West Duwamish GB Central,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.54766211,-122.3457025
1/31/2018,Litter Pick,W Duwamish GB - 15th Ave & SW Brandon,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5536973,-122.3537623
1/31/2018,Litter Pick,6317 California Ave SW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
1/31/2018,Litter Pick,9200 Delridge Way SW,"","","",0,0,0,0,,,,,"",""
2/1/2018,72-Hour Clean,Dearborn Cloverleaf & top of Dean & Popler,2/9/2018,2/14/2018,2/15/2018,11,6,3,0,5,0,0,0,"",""
2/1/2018,72-Hour Clean,6th to 7th/James & Cherry,2/15/2018,2/20/2018,2/21/2018,21,3,6,0,28,3,3,0,"",""
2/1/2018,72-Hour Clean,"Dearborn under I-5 & gorepoints, including 10th & Weller",3/2/2018,3/7/2018,3/8/2018,17,7,3,0,14,1,2,0,"",""
2/1/2018,72-Hour Clean,I-5 SB under Yesler overpass,2/15/2018,2/21/2018,2/21/2018,2,0,0,0,0,0,1,0,"",""
2/5/2018,Inspection,7200 Delridge Way SW,"","","",1,1,0,0,,,,,"",""
2/5/2018,Inspection,10017 2nd Ave SW,"","","",0,1,0,0,,,,,"",""
2/5/2018,Inspection,Saint Marks Greenbelt,"","","",,,,,,,,,"",""
2/5/2018,72-Hour Clean,Longfellow Creek P-Patch,3/1/2018,3/8/2018,3/8/2018,5,0,0,0,4,0,0,0,"",""
2/5/2018,72-Hour Clean,Bellevue Place Park,7/20/2018,7/25/2018,7/25/2018,1,0,0,0,1,0,0,0,"",""
2/5/2018,72-Hour Clean,801 S king St,2/22/2018,3/1/2018,3/1/2018,5,0,0,0,6,0,0,0,"",""
2/5/2018,72-Hour Clean,Queen Anne greenbelt West,3/15/2018,3/19/2018,3/21/2018,9,2,0,0,7,1,0,0,"",""
2/5/2018,72-Hour Clean,1300 block Lakeview blvd E,4/10/2018,4/16/2018,4/16/2018,1,0,0,0,0,0,0,0,"",""
2/5/2018,72-Hour Clean,1st Ave & Denver Ave S,"","","",,,,,,,,,"",""
2/5/2018,Clean - No Campers,103 Bellevue Ave E (sidewalk),"","","",,,,,,,,,"",""
2/5/2018,Clean - No Campers,1315 Eastlake Ave,"","","",0,0,0,0,,,,,"",""
2/5/2018,Clean - No Campers,Bellevue PL E & Summit Ave E,"","","",,,,,,,,,"",""
2/5/2018,Clean - No Campers,1116 California Ave SW - Hamilton View Point Park,"","","",0,0,0,0,,,,,"",""
2/5/2018,Clean - No Campers,Alki Beach Park,"","","",0,0,0,0,,,,,"",""
2/5/2018,Clean - No Campers,Pelly Place Natural Area,"","","",0,0,0,0,,,,,"",""
2/6/2018,Clean - No Campers,1523 19th Ave (alley between 18th & 19th Ave),"","","",,,,,,,,,"",""
2/6/2018,Clean - No Campers,2401 Lake Washington blvd E,"","","",,,,,,,,,"",""
2/7/2018,Obstruction,Spring St & Western Ave,2/7/2018,2/8/2018,2/8/2018,1,0,2,0,1,0,1,0,47.60502811,-122.3379739
2/7/2018,Obstruction,Alaskan Way & Columbia,2/13/2018,2/13/2018,2/13/2018,,,,,12,1,0,0,"",""
2/7/2018,Obstruction,Belltown Emphasis Zone (1400 blk of Alaskan),2/7/2018,2/8/2018,2/8/2018,7,0,2,0,4,0,3,0,47.6078897,-122.3427798
2/9/2018,72-Hour Clean,3rd Ave from Clay St to Denny Way,3/29/2018,4/2/2018,4/2/2018,4,2,0,0,1,1,0,0,47.618593,-122.35037
2/15/2018,Hazard,Airport Way S & Airport Way S,2/15/2018,2/15/2018,2/15/2018,,,,,0,1,0,0,"",""
2/21/2018,72-Hour Clean,40th & Pasadena,3/1/2018,3/6/2018,3/7/2018,15,7,0,0,7,0,0,0,"",""
2/22/2018,72-Hour Clean,509 (Myers Way water system),3/9/2018,3/14/2018,3/15/2018,3,1,0,1,2,1,0,0,"",""
2/22/2018,72-Hour Clean,7th - 9th & S Jackson,2/22/2018,2/28/2018,3/1/2018,6,1,1,0,3,0,0,0,"",""
2/22/2018,72-Hour Clean,Kobe Terrace,2/22/2018,3/1/2018,3/1/2018,0,1,0,0,0,1,0,0,"",""
2/23/2018,72-Hour Clean,SW Spokane St & Klickitat Ave SW,5/31/2018,6/4/2018,6/4/2018,10,3,0,0,4,1,0,0,47.5714749,-122.3516422
2/23/2018,Clean - No Campers,Lincoln Park,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
2/23/2018,Clean - No Campers,California Ave SW & SW Edmunds,n/a,n/a,n/a,0,0,0,0,0,0,0,0,"",""
2/23/2018,Clean - No Campers,Duwamish Head Greenbelt,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.58489186,-122.3766446
2/23/2018,Clean - No Campers,SW Spokane St & 11th Ave SW,n/a,n/a,n/a,0,0,0,0,0,0,0,0,47.5714269,-122.3478233
2/26/2018,72-Hour Clean,Alaskan Way -Main St to Madison St,3/23/2018,3/26/2018,3/27/2018,40,0,0,0,17,1,4,0,"",""
2/26/2018,72-Hour Clean,N 92nd St bridge over I-5,3/8/2018,3/12/2018,3/12/2018,2,0,0,0,0,0,0,0,"",""
2/26/2018,72-Hour Clean,NE 90th & 1st Ave NE (E side of I-5),3/23/2018,3/28/2018,3/28/2018,2,0,0,0,0,1,0,0,"",""
2/26/2018,Clean - No Campers,I-5 ramps at 75th & 5th Ave,"","","",0,0,0,0,,,,,"",""
2/26/2018,Litter Pick,8th Ave NE & NE 73rd St,"","","",0,0,0,0,,,,,"",""
2/26/2018,Litter Pick,NE 80th St & 2nd Ave NE/I-5,"","","",0,0,0,0,,,,,"",""
2/27/2018,Clean - No Campers,136 Melrose Ave E,"","","",0,0,0,0,,,,,"",""
2/27/2018,72-Hour Clean,4th Ave & Yesler underpass,3/1/2018,3/5/2018,3/5/2018,7,0,2,0,6,0,2,0,"",""
2/27/2018,Clean - No Campers,Broadway & E Howell St (W of Cal Anderson Park),"","","",0,0,0,0,,,,,"",""
2/27/2018,Clean - No Campers,1100 Pike St & Boren Ave (Tango Restaurant),"","","",0,0,0,0,,,,,"",""
2/27/2018,Litter Pick,Hillside by I-5 North on ramp/Melrose Ave,"","","",,,,,,,,,"",""
2/28/2018,Inspection,Jackson Park Golf Course,"","","",,,,,,,,,"",""
2/28/2018,72-Hour Clean,13th Ave S & S Lane Street (Stairway),8/30/2018,9/4/2018,9/4/2018,4,4,0,0,4,3,0,0,"",""
3/5/2018,Inspection,5517 16th Ave NE,"","","",0,0,0,1,,,,,"",""
3/5/2018,Inspection,4500 Linden Ave N,"","","",0,0,0,2,,,,,"",""
3/5/2018,72-Hour Clean,Seaview Ave NW & 37th Pl NW,4/26/2018,5/2/2018,5/2/2018,4,1,0,0,5,0,0,0,"",""
3/5/2018,Clean - No Campers,7201 E Green Lake Dr N,"","","",0,0,0,0,,,,,"",""
3/5/2018,Clean - No Campers,Golden Gardens,"","","",0,0,0,0,,,,,"",""
3/5/2018,Clean - No Campers,4741 Ballard Ave NW,"","","",0,0,0,0,,,,,"",""
3/6/2018,Inspection,15th Ave NW & NW Ballard Way,"","","",5,0,0,0,,,,,"",""
3/6/2018,Inspection,Ravenna Park,"","","",1,0,2,0,,,,,"",""
3/6/2018,Inspection,6400 8th Ave NW,"","","",0,0,0,5,,,,,"",""
