First_Inspection_Date,Type,Location,Posting_Date,Removal_Start,Removal_End,Tents,Structures,Bedrolls,Vehicles,72_Tents,72_ Structures,72_Bedrolls,72_Vehicles,Latitude,Longitude
7/5/2019,Inspection,6th Ave S and S Dawson St,"","","",4,2,0,0,,,,,47°36'06.7,122°19'45.0
7/5/2019,72-Hour Clean,Occidental Ave S from S Horton to S Lander St,7/5/2019,7/10/2019,7/10/2019,7,0,0,0,5,0,0,0,"",""
7/5/2019,72-Hour Clean,Stone Ave N from N 115th St to N 125th St,7/18/2019,7/23/2019,7/24/2019,45,10,1,2,31,3,0,0,47°42'57.9,122°20'31.9
7/6/2019,Obstruction,2nd & S Washington,N/A,7/6/2019,7/6/2019,0,0,1,0,,,,,"",""
7/6/2019,Obstruction,4th Ave & Yesler Way,N/A,7/6/2019,7/6/2019,2,0,0,0,,,,,"",""
7/6/2019,Obstruction,Cascade Park,N/A,7/6/2019,7/6/2019,0,0,0,0,,,,,"",""
7/6/2019,Litter Pick,S Dearborn St & 10th Ave S on/off ramp,"",7/6/2019,7/6/2019,,,,,,,,,47°35'43.9,122°19'09.0
7/6/2019,Litter Pick,S Dearborn St under Jose Rizal Bridge,"",7/6/2019,7/6/2019,,,,,,,,,47°35'45.3,122°19'02.6
7/7/2019,Obstruction,2nd & S Washington,N/A,7/7/2019,7/7/2019,0,0,3,0,,,,,"",""
7/7/2019,Litter Pick,45th Ave NE & 7th Ave NE,"",7/7/2019,7/7/2019,,,,,,,,,"",""
7/7/2019,Obstruction,4th Ave & Yesler Way,N/A,7/7/2019,7/7/2019,2,0,0,0,,,,,"",""
7/7/2019,Litter Pick,Harborview Emphasis Zone,"",7/7/2019,7/7/2019,,,,,,,,,"",""
7/8/2019,Obstruction,4th Ave & Yesler Way,n/a,7/8/2019,7/8/2019,2,1,7,0,,,,,"",""
7/9/2019,Clean - No Campers,220 S Orcas St,"","","",0,0,0,0,,,,,"",""
7/9/2019,Litter Pick,Alaskan Way & Marion St,"",7/9/2019,7/9/2019,,,,,,,,,"",""
7/9/2019,Clean - No Campers,Baker Park,"","","",0,0,0,0,,,,,"",""
7/9/2019,Obstruction,Blanchard St & Elliot Ave,7/9/2019,7/9/2019,7/9/2019,0,1,0,0,,,,,47°36'41.8,122°20'47.7
7/9/2019,Obstruction,Dearborn Ave S under I-5,7/9/2019,7/9/2019,7/9/2019,0,1,1,0,,,,,"",""
7/9/2019,Obstruction,Hillside west of Sound Transit yard at S Dearborn St,7/9/2019,7/9/2019,7/9/2019,1,0,0,0,,,,,47°35'44.7,122°19'08.4
7/9/2019,Obstruction,Kinnear Park,7/8/2019,7/9/2019,7/9/2019,18,3,1,0,,,,,"",""
7/9/2019,Obstruction,Klickitat SW under the Swing bridge,7/9/2019,7/9/2019,7/9/2019,1,0,0,0,,,,,47°34'17.9,122°21'19.3
7/10/2019,Obstruction,4th Ave & Yesler Way,n/a,7/10/2019,7/10/2019,1,1,6,0,,,,,"",""
7/10/2019,Obstruction,Dearborn Ave S from 7th Ave S to Rainier Ave S,n/a,7/10/2019,7/10/2019,0,0,1,0,,,,,"",""
7/10/2019,Litter Pick,Elliot Bay Bike Trail,"",7/10/2019,7/10/2019,,,,,,,,,"",""
7/10/2019,72-Hour Clean,Elliot Bay Bike Trail,8/21/2019,8/27/2019,8/27/2019,37,4,0,0,19,0,0,0,"",""
7/10/2019,Litter Pick,Freeway Park,"",7/10/2019,7/10/2019,,,,,,,,,"",""
7/10/2019,Litter Pick,S Lucile St (under I-5),"",7/10/2019,7/10/2019,,,,,,,,,"",""
7/11/2019,Obstruction,Rotary Viewpoint,"",7/11/2019,7/11/2019,0,1,0,0,,,,,"",""
7/11/2019,72-Hour Clean,S Norman St & S Massechusetts & from Rainier Ave S to I-90 EB,7/12/2019,7/16/2019,7/17/2019,26,9,0,0,11,1,0,0,47°35'28.6,122°18'35.1
7/11/2019,72-Hour Clean,Utah Ave S from S Stacy St. to S Massachutts St.,7/5/2019,7/11/2019,7/11/2019,8,5,0,0,1,3,0,0,"",""
7/12/2019,Obstruction,2nd Ave Ext S & S Washington ST,n/a,7/12/2019,7/12/2019,0,0,3,0,,,,,"",""
7/12/2019,Litter Pick,4th Ave & Denny Way,"",7/12/2019,7/12/2019,,,,,,,,,47°37'06.9,122°20'55.4
7/12/2019,Obstruction,4th Ave & Yesler Way,"",7/12/2019,7/12/2019,5,0,1,0,,,,,"",""
7/12/2019,Obstruction,Alaskan Way Main Sr to Pike St,n/a,7/12/2019,7/12/2019,2,0,0,0,,,,,"",""
7/12/2019,Obstruction,Ballard Commons,n/a,7/12/2019,7/12/2019,0,0,3,0,,,,,"",""
7/12/2019,Obstruction,S Dearborn St from 7th Ave S to Rainier Ave S,n/a,7/12/2019,7/12/2019,3,0,1,0,,,,,"",""
7/12/2019,Obstruction,Woodland Park,n/a,7/12/2019,7/12/2019,0,0,1,0,,,,,"",""
7/13/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,7/13/2019,7/13/2019,0,0,1,0,,,,,"",""
7/13/2019,Obstruction,4th Ave & Yesler Way,n/a,7/13/2019,7/13/2019,0,0,3,0,,,,,"",""
7/13/2019,Inspection,5th Ave SW & SW Kenyon St,"","","",3,0,0,0,,,,,47°31'55.0,122°20'26.8
7/13/2019,Obstruction,6th & 7th Ave from Columbia St to Jefferson St,n/a,7/13/2019,7/13/2019,1,0,1,0,,,,,"",""
7/13/2019,Inspection,9401 Myers Way S Training facility green space,"","","",1,0,0,0,,,,,47°31'04.3,122°19'58.7
7/13/2019,Obstruction,Green Lake,n/a,7/13/2019,7/13/2019,2,0,1,0,,,,,"",""
7/13/2019,72-Hour Clean,I-5 at NE 42th St o NE 53nd St Including the top sides of ramps,8/2/2019,8/7/2019,8/8/2019,32,7,0,0,26,4,1,0,47°39'35.8,122°19'17.6
7/13/2019,Litter Pick,Navigation Stairs,"",7/13/2019,7/13/2019,,,,,,,,,47°35'48.2,122°19'01.2
7/13/2019,Litter Pick,NE 45th St & 7th Ave NE,"",7/13/2019,7/13/2019,,,,,,,,,47°39'40.7,122°19'14.4
7/13/2019,Litter Pick,S Barton St & 45th Ave s,"",7/13/2019,7/13/2019,,,,,,,,,47°31'15.1,122°16'34.6
7/13/2019,72-Hour Clean,S Dearborn St  S I-5 fingers only,9/6/2019,9/10/2019,9/11/2019,39,13,1,0,13,3,0,0,47°35'43.9,122°19'09.0
7/13/2019,Inspection,S Dearborn St from 9th Ave S to 12th Ave S cloverleaf,"","","",39,13,1,0,,,,,47°35'43.9,122°19'09.0
7/13/2019,Litter Pick,S Dearborn St from Rainier Ave S & 10th Ave S on/off ramp,"",7/13/2019,7/13/2019,,,,,,,,,47°35'43.9,122°19'09.0
7/13/2019,72-Hour Clean,S River St & Occidental Ave S,9/13/2019,9/17/2019,9/17/2019,3,6,0,0,1,5,0,0,47°32'40.7,122°19'56.5
7/13/2019,Obstruction,Woodland Park,n/a,7/13/2019,7/13/2019,0,0,1,0,,,,,"",""
7/14/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,7/14/2019,7/14/2019,0,0,2,0,,,,,"",""
7/14/2019,Obstruction,4th Ave & Yesler Way,n/a,7/14/2019,7/14/2019,0,0,6,0,,,,,"",""
7/14/2019,Obstruction,6th & 7th Ave from Columbia to Jefferson,n/a,7/14/2019,7/14/2019,0,0,6,0,,,,,"",""
7/14/2019,Obstruction,Davis Park,n/a,7/14/2019,7/14/2019,0,0,2,0,,,,,"",""
7/14/2019,Obstruction,S Dearborn St from 7th Ave S to Rainier Ave S,n/a,7/14/2019,7/14/2019,0,0,1,0,,,,,"",""
7/14/2019,Obstruction,University Playground,n/a,7/14/2019,7/14/2019,7,1,1,0,,,,,"",""
7/15/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,7/15/2019,7/15/2019,1,0,3,0,,,,,"",""
7/15/2019,Obstruction,4th Ave & Yesler Way,n/a,7/15/2019,7/15/2019,0,0,3,0,,,,,"",""
7/15/2019,Obstruction,Alaskan Way from Main St to Pike St,n/a,7/15/2019,7/15/2019,2,1,1,0,,,,,"",""
7/15/2019,Obstruction,Amy Yee Tennis Center,n/a,7/15/2019,7/15/2019,1,1,1,0,,,,,"",""
7/15/2019,Obstruction,Lavizzo Park,n/a,7/15/2019,7/15/2019,0,0,3,0,,,,,"",""
7/15/2019,72-Hour Clean,NE Northgate Way & I-5 NB on & off ramps,7/16/2019,7/22/2019,7/22/2019,10,2,0,0,10,2,0,0,"",""
7/15/2019,Obstruction,Victor Steinbrueck,n/a,7/15/2019,7/15/2019,1,0,1,0,,,,,"",""
7/16/2019,Obstruction,Elliot Ave between Broad St and Bay St,"",7/16/2019,7/16/2019,1,0,0,0,,,,,"",""
7/16/2019,Obstruction,I-5 SB James St off ramp,"",7/16/2019,7/16/2019,1,0,0,0,,,,,"",""
7/17/2019,Obstruction,6th Ave & Columbia St.,N/A,7/17/2019,7/17/2019,1,0,1,0,,,,,"",""
7/17/2019,Obstruction,Camp Long,n/a,7/17/2019,7/17/2019,3,0,0,0,,,,,"",""
7/17/2019,Obstruction,Judge Stokes Park,N/A,7/17/2019,7/17/2019,1,0,0,0,,,,,"",""
7/18/2019,Clean - No Campers,Georgetown Playfield,"","","",0,0,0,0,,,,,47°33'07.2,122°19'17.8
7/18/2019,Obstruction,Judge Stokes Park under bridge,7/18/2019,7/18/2019,7/18/2019,1,0,0,0,,,,,47°35'32.1,122°18'22.3
7/19/2019,Litter Pick,Corson Ave S & S Harney St,"",7/19/2019,7/19/2019,,,,,,,,,47°32'53.1,122°19'15.2
7/19/2019,Clean - No Campers,I-5 ramp from S Bailey St to S Harney St,"","","",0,0,0,0,,,,,47°32'53.7,122°19'11.4
7/20/2019,Obstruction,S Spokane St Emphasis Zone & Airport Way,7/20/2019,7/20/2019,7/20/2019,3,0,0,0,,,,,47°34'17.0,122°19'22.3
7/20/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,7/20/2019,7/20/2019,0,0,4,0,,,,,"",""
7/20/2019,Obstruction,4th Ave & Yesler Way,n/a,7/20/2019,7/20/2019,1,0,2,0,,,,,"",""
7/20/2019,Litter Pick,6th Ave S & S Dakota St,"",7/20/2019,7/20/2019,,,,,,,,,47°34'01.9,122°19'35.9
7/20/2019,Obstruction,Ballard Commons,n/a,7/20/2019,7/20/2019,0,2,1,0,,,,,"",""
7/20/2019,Litter Pick,Navigation Stairs from 12th Ave S to 13th Ave S,"",7/20/2019,7/20/2019,,,,,,,,,47°35'48.2,122°19'01.2
7/20/2019,Obstruction,Victory Creek,n/a,7/20/2019,7/20/2019,0,1,0,0,,,,,"",""
7/20/2019,Obstruction,Woodland Park,n/a,7/20/2019,7/20/2019,0,0,2,0,,,,,"",""
7/21/2019,Obstruction,10th Ave S & S Dearborn St,n/a,7/21/2019,7/21/2019,1,0,0,0,,,,,"",""
7/21/2019,Obstruction,14th Ave NW & Shilshole Ave NW,N/A,7/21/2019,7/21/2019,1,0,0,3,,,,,"",""
7/21/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,7/21/2019,7/21/2019,1,0,4,0,,,,,"",""
7/21/2019,Obstruction,74 Wall St,n/a,7/21/2019,7/21/2019,1,0,0,0,,,,,"",""
7/21/2019,Obstruction,800 block of Western Ave,n/a,7/21/2019,7/21/2019,1,0,0,0,,,,,"",""
7/21/2019,Obstruction,Day Street Boat Ramp,n/a,7/21/2019,7/21/2019,0,1,0,0,,,,,"",""
7/21/2019,Litter Pick,NB 45th St. Exit,"",7/21/2019,7/21/2019,,,,,,,,,"",""
7/21/2019,Obstruction,Thornton Creek,n/a,7/21/2019,7/21/2019,1,0,0,0,,,,,"",""
7/22/2019,Litter Pick,4th Ave under Yesler Way,"",7/22/2019,7/22/2019,,,,,,,,,"",""
7/22/2019,Obstruction,6th Ave S & S Industrial Way,N/A,7/22/2019,7/22/2019,1,0,0,0,,,,,"",""
7/24/2019,72-Hour Clean,15th Ave W & W Emerson St,8/1/2019,8/6/2019,8/6/2019,10,3,2,0,8,2,2,0,"",""
7/25/2019,Obstruction,Camp Long,n/a,7/25/2019,7/25/2019,2,1,0,0,,,,,"",""
7/25/2019,Obstruction,Rotary Viewpoint,n/a,7/25/2019,7/25/2019,1,0,0,0,,,,,"",""
7/25/2019,72-Hour Clean,Terminal 30 near E Marginal Way S,7/29/2019,8/1/2019,8/1/2019,7,4,0,0,2,1,0,0,"",""
7/26/2019,Clean - No Campers,11th Ave NW & NW 50th St,"","","",0,0,0,0,,,,,47°39'54.1,122°22'15.0
7/26/2019,Litter Pick,12533 33rd Ave NE,"",7/26/2019,7/26/2019,,,,,,,,,47°43'12.7,122°17'33.8
7/26/2019,Inspection,16th Ave W and W Wheeler St.,"","","",5,0,0,0,,,,,47°35'10.0,122°19'34.0
7/26/2019,Litter Pick,6th Ave s & S Holgate St,"",7/26/2019,7/26/2019,,,,,,,,,47°35'10.0,122°19'34.0
7/26/2019,Obstruction,Freeway Park,n/a,7/26/2019,7/26/2019,2,0,0,0,,,,,"",""
7/26/2019,Litter Pick,Minor Ave N & Roy St,"",7/26/2019,7/26/2019,1,0,0,0,,,,,47°37'31.3,122°19'56.3
7/26/2019,Litter Pick,S Dearborn St & 10th Ave S,"",7/26/2019,7/26/2019,,,,,,,,,47°35'43.9,122°19'09.0
7/26/2019,Obstruction,S. B. James St Exit,n/a,7/26/2019,7/26/2019,1,1,0,0,,,,,"",""
7/27/2019,Obstruction,S Spokane St Emphasis Zone & 6th Ave S,7/27/2019,7/27/2019,7/27/2019,1,0,0,0,,,,,47°34'16.8,122°19'33.6
7/27/2019,72-Hour Clean,1st Ave S & S Mead St,8/16/2019,8/21/2019,8/21/2019,1,4,0,3,1,1,0,0,47°33'04.4,122°20'06.6
7/27/2019,Litter Pick,1st Ave S & Mead St,"",7/27/2019,7/27/2019,,,,,,,,,47°33'26.7,122°20'02.8
7/27/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,7/27/2019,7/27/2019,1,0,4,0,,,,,"",""
7/27/2019,Obstruction,4th Ave & Yesler Way,n/a,7/27/2019,7/27/2019,0,0,2,0,,,,,"",""
7/27/2019,Litter Pick,6th Ave S & S Holgate St,"",7/27/2019,7/27/2019,,,,,,,,,47°35'10.0,122°19'34.0
7/27/2019,Obstruction,Ballard Commons,n/a,7/27/2019,7/27/2019,5,1,1,0,,,,,"",""
7/27/2019,Obstruction,Lake City Mini Park,n/a,7/27/2019,7/27/2019,0,0,1,0,,,,,"",""
7/27/2019,Inspection,Rose St & 7th Ave S behind South Park Community Center,"","","",1,1,0,0,,,,,47°31'43.0,122°19'32.1
7/27/2019,Litter Pick,S Dearborn St & 10th Ave S on/off ramp,"",7/27/2019,7/27/2019,,,,,,,,,47°35'43.9,122°19'09.0
7/27/2019,Obstruction,S Dearborn St from 7th Ave S to Rainier Ave S,n/a,7/27/2019,7/27/2019,2,0,0,0,,,,,"",""
7/27/2019,Litter Pick,SB SR99 at 8100 block,"",7/27/2019,7/27/2019,,,,,,,,,47°31'41.7,122°19'32.1
7/27/2019,Inspection,Utah Ave S & S Brandon St including 1st Ave S & S Hudson St,"","","",1,3,0,9,,,,,47°33'18.0,122°20'07.2
7/28/2019,Inspection,10th Ave & S Main St.,"","","",2,0,0,0,,,,,"",""
7/28/2019,Obstruction,2nd Ave Ext S & S Washington St,n/a,7/28/2019,7/28/2019,1,0,1,0,,,,,"",""
7/28/2019,Obstruction,4th Ave & Yesler Way,n/a,7/28/2019,7/28/2019,0,0,3,0,,,,,"",""
7/28/2019,Obstruction,606 12th Ave S (Nav Center Stairs),n/a,7/28/2019,7/28/2019,1,0,0,0,,,,,"",""
7/28/2019,Obstruction,Albert Davis Park,n/a,7/28/2019,7/28/2019,1,0,0,0,,,,,"",""
7/28/2019,Obstruction,Ballard Commons,n/a,7/28/2019,7/28/2019,1,0,1,0,,,,,"",""
7/28/2019,Litter Pick,Harborview Emphasis Zone,"",7/28/2019,7/28/2019,,,,,,,,,"",""
7/28/2019,Obstruction,S Royal Brougham Way & Airport Way S,N/A,7/28/2019,7/28/2019,2,0,0,0,,,,,"",""
7/29/2019,Litter Pick,2nd Ave Ext. & S Washington St.,"",7/29/2019,7/29/2019,,,,,,,,,"",""
7/29/2019,Litter Pick,6th Ave from Columbia St. to Jefferson St.,"",7/29/2019,7/29/2019,,,,,,,,,"",""
7/29/2019,Litter Pick,85 S Main St.,"",7/29/2019,7/29/2019,,,,,,,,,"",""
7/29/2019,Litter Pick,Colorado Ave S from S Spokane St,"",7/29/2019,7/29/2019,,,,,,,,,"",""
7/29/2019,Litter Pick,NW 58th St from 22nd Ave NW to 20th Ave NW,"",7/29/2019,7/29/2019,,,,,,,,,"",""
7/29/2019,Litter Pick,S Atlantic St (under 99),"",7/29/2019,7/29/2019,,,,,,,,,"",""
7/29/2019,Litter Pick,S Bailey St. & I-5 On Ramp,"",7/29/2019,7/29/2019,,,,,,,,,"",""
7/30/2019,Litter Pick,Alaska Way & Marion St walk way,"",7/30/2019,7/30/2019,,,,,,,,,47°36'11.8,122°20'14.4
7/30/2019,Obstruction,Amy Yee Tennis Center,n/a,7/30/2019,7/30/2019,1,0,0,0,,,,,"",""
7/30/2019,Inspection,S Snoqualmie St & Airport Way S,"","","",21,7,0,1,,,,,47°33'43.5,122°19'21.2
7/31/2019,Litter Pick,2nd Ave Ext & S Washington St,"",7/31/2019,7/31/2019,,,,,,,,,47°36'01.9,122°19'51.9
7/31/2019,Litter Pick,4th Ave under Yesler Way,"",7/31/2019,7/31/2019,,,,,,,,,47°36'06.7,122°19'45.0
7/31/2019,Litter Pick,Alaska Way & Main St,"",7/31/2019,7/31/2019,,,,,,,,,47°36'00.2,122°20'07.4
7/31/2019,Litter Pick,Alaska Way & Marion St,"",7/31/2019,7/31/2019,,,,,,,,,47°36'11.8,122°20'14.4
7/31/2019,Litter Pick,Alaska Way & Washington St,"",7/31/2019,7/31/2019,,,,,,,,,47°36'03.1,122°20'07.3
7/31/2019,Litter Pick,Dawson St & 35th Ave S,"",7/31/2019,7/31/2019,,,,,,,,,47°33'18.4,122°17'21.6
7/31/2019,Obstruction,Dr. Blanche S. Lavizzo,N/A,7/31/2019,7/31/2019,1,0,0,0,,,,,"",""
7/31/2019,Litter Pick,Eastlake Ave & Denny Way under bridge,"",7/31/2019,7/31/2019,,,,,,,,,47°37'06.0,122°19'44.5
7/31/2019,Obstruction,Lake City Mini Park,n/a,7/31/2019,7/31/2019,0,1,1,0,,,,,"",""
7/31/2019,Clean - No Campers,Pioneer Square,"","","",0,0,0,0,,,,,"",""
7/31/2019,Litter Pick,S Dearborn St & 10th Ave S,"",7/31/2019,7/31/2019,,,,,,,,,47°35'43.9,122°19'09.0
8/1/2019,Litter Pick,4th Ave under Yesler Way,"",8/1/2019,8/1/2019,,,,,,,,,"",""
8/1/2019,Litter Pick,9th Ave NW & 46th Ave NW,"",8/1/2019,8/1/2019,,,,,,,,,"",""
8/1/2019,Litter Pick,9th Ave NW & NW Leary Way,"",8/1/2019,8/1/2019,0,0,0,0,,,,,47°39'49.1,122°22'06.9
8/1/2019,Obstruction,Ballard Commons 5701 22nd Ave NW,N/A,8/1/2019,8/1/2019,1,0,0,0,,,,,"",""
8/1/2019,Obstruction,Cal Anderson Park,8/1/2019,8/1/2019,8/1/2019,0,1,0,0,,,,,47°36'59.2,122°19'05.7
8/1/2019,Obstruction,Jackson Golf Course,N/A,8/1/2019,8/1/2019,3,0,0,0,,,,,"",""
8/1/2019,Obstruction,S Weller St & 1300 block,8/1/2019,8/1/2019,8/1/2019,0,0,0,0,,,,,47°35'51.0,122°18'57.8
8/1/2019,Obstruction,University Playground  4745 9th Ave NE,N/A,8/1/2019,8/1/2019,2,1,0,0,,,,,"",""
8/2/2019,Litter Pick,4th Ave under Yesler Way,"",8/2/2019,8/2/2019,0,0,0,0,,,,,47°36'06.7,122°19'45.0
8/2/2019,Obstruction,Cowen Park,N/A,8/2/2019,8/2/2019,3,2,3,0,,,,,"",""
8/2/2019,Obstruction,Julia Lee's Park,n/a,8/2/2019,8/2/2019,0,0,2,0,,,,,"",""
8/2/2019,Clean - No Campers,Pioneer Square,"","","",0,0,0,0,,,,,"",""
8/2/2019,Obstruction,Ravenna Park,n/a,8/2/2019,8/2/2019,4,0,1,0,,,,,"",""
8/2/2019,Litter Pick,S Dearborn St & 10th Ave S,"",8/2/2019,8/2/2019,0,0,0,0,,,,,47°35'43.9,122°19'09.0
8/3/2019,Obstruction,4th Ave & Yesler Way,N/A,8/3/2019,8/3/2019,0,0,2,0,,,,,"",""
8/3/2019,Litter Pick,Alaska Way & Main St,"",8/3/2019,8/3/2019,0,0,0,0,,,,,47°36'00.2,122°20'07.4
8/3/2019,Litter Pick,Alaska Way & Marion St,"",8/3/2019,8/3/2019,0,0,0,0,,,,,47°36'11.8,122°20'14.4
8/3/2019,Litter Pick,Alaska Way & S Washington St,"",8/3/2019,8/3/2019,,,,,,,,,"",""
8/3/2019,Obstruction,Albert Davis Park,N/A,8/3/2019,8/3/2019,0,0,2,0,,,,,"",""
8/3/2019,Obstruction,City Hall Park,8/3/2019,8/3/2019,8/3/2019,1,0,0,0,,,,,N/A,N/A
8/4/2019,Litter Pick,Harborview Emphasis Zone,"",8/4/2019,8/4/2019,,,,,,,,,"",""
8/4/2019,Litter Pick,S Snoqualmie & Airport Way S,"",8/4/2019,8/4/2019,,,,,,,,,"",""
8/5/2019,Litter Pick,1st Ave S & S Mead St,"",8/5/2019,8/5/2019,,,,,,,,,"",""
8/5/2019,Litter Pick,3rd Ave S & S Massachusetts,"",8/5/2019,8/5/2019,1,3,0,0,,,,,"",""
8/5/2019,Litter Pick,Elliot Bay Bike Trail,"",8/5/2019,8/5/2019,0,0,0,0,,,,,"",""
8/5/2019,Obstruction,NE 95th St & Sandpoint Way NE (Thornton Creek),"",8/5/2019,8/5/2019,3,0,0,0,,,,,"",""
8/5/2019,Litter Pick,Stone Ave N & N 115th St.,"",8/5/2019,8/5/2019,,,,,,,,,"",""
8/6/2019,Obstruction,14th Ave E & E thomas St.,"",8/6/2019,8/6/2019,2,0,0,0,,,,,"",""
8/6/2019,Litter Pick,4th Ave under Yesler Way,"",8/6/2019,8/6/2019,,,,,,,,,"",""
8/6/2019,Obstruction,Harvard Ave & E Allison St,N/A,8/6/2019,8/6/2019,2,0,0,0,,,,,"",""
8/7/2019,Obstruction,Colorado Ave S & S Spokane St,8/7/2019,8/7/2019,8/7/2019,2,0,0,0,,,,,"",""
8/8/2019,Obstruction,2nd Ave Ext S & S Washington St,8/8/2019,8/8/2019,8/8/2019,0,0,1,0,,,,,"",""
8/8/2019,Clean - No Campers,3rd Ave S Washington,"","","",0,0,0,0,,,,,"",""
8/8/2019,Obstruction,4th Ave under Yesler Way,8/8/2019,8/8/2019,8/8/2019,0,0,2,0,,,,,"",""
8/8/2019,Obstruction,50th Ave S & S Rose St,"",8/8/2019,8/8/2019,0,0,0,0,,,,,"",""
8/8/2019,Clean - No Campers,7th & Dearborn to Rainier,"","","",0,0,0,0,,,,,"",""
8/8/2019,Obstruction,City Hall Park,8/8/2019,8/8/2019,8/8/2019,1,0,0,0,,,,,"",""
8/8/2019,Obstruction,I-5 SB & Yesler Way,8/8/2019,8/8/2019,8/8/2019,1,0,0,0,,,,,"",""
8/8/2019,Clean - No Campers,Pioneer Square,"","","",0,0,0,0,,,,,"",""
8/8/2019,Obstruction,S Dearborn St & 10th Ave S,8/8/2019,8/8/2019,8/8/2019,1,0,0,0,,,,,"",""
8/9/2019,Obstruction,10th Ave  S & S dearborn St,N/A,8/9/2019,8/9/2019,0,0,0,0,,,,,"",""
8/9/2019,Obstruction,2nd Ave Ext S & S Washington St,N/A,8/9/2019,8/9/2019,0,0,2,0,,,,,"",""
8/9/2019,Obstruction,4th Ave & Yesler Way,N/A,8/9/2019,8/9/2019,0,0,0,0,,,,,"",""
8/9/2019,Obstruction,Cheasty Greenspace,N/A,8/9/2019,8/9/2019,0,4,0,0,,,,,"",""
8/9/2019,Obstruction,E Howell & Summit Ave,8/9/2019,8/9/2019,8/9/2019,1,0,0,0,,,,,"",""
8/9/2019,Obstruction,Pioneer Square,N/A,8/9/2019,8/9/2019,0,0,0,0,,,,,"",""
8/9/2019,Obstruction,S Dearborn St from 7th Ave S to Rainier Ave S,N/A,8/9/2019,8/9/2019,0,0,2,0,,,,,"",""
8/10/2019,Obstruction,10th Ave S & S Dearborn St,N/A,8/10/2019,8/10/2019,0,0,0,0,,,,,"",""
8/10/2019,Obstruction,2ndAve Ext S & S Washington St,N/A,8/10/2019,8/10/2019,0,0,2,0,,,,,"",""
8/10/2019,Litter Pick,3rd Ave S & S Walker St.,"",8/10/2019,8/10/2019,,,,,,,,,"",""
8/10/2019,Obstruction,3rd Ave S & S Washington St,N/A,8/10/2019,8/10/2019,0,0,0,0,,,,,"",""
8/10/2019,72-Hour Clean,3rd Ave S to 4th Ave S from S Stacy St. to S. Holgate St.,8/13/2019,8/13/2019,8/13/2019,2,1,0,3,1,1,0,4,47°35'08.6,122°19'48.0
8/10/2019,Obstruction,4th Ave & Yesler Way,N/A,8/10/2019,8/10/2019,0,0,4,0,,,,,"",""
8/10/2019,Litter Pick,Harborview Emphasis Zone,"",8/10/2019,8/10/2019,,,,,,,,,"",""
8/10/2019,Obstruction,Lake City Mini Park,N/A,8/10/2019,8/10/2019,0,0,0,0,,,,,"",""
8/10/2019,Obstruction,S Dearborn St from 7th Ave S to Rainier Ave S,N/A,8/10/2019,8/10/2019,0,0,0,0,,,,,"",""
8/10/2019,Obstruction,University Playground,8/9/2019,8/10/2019,8/10/2019,7,0,0,0,,,,,"",""
8/10/2019,Obstruction,Victory Creek Park,N/A,8/10/2019,8/10/2019,3,0,0,0,,,,,"",""
8/11/2019,Obstruction,2nd & S Washington,N/A,8/11/2019,8/11/2019,1,0,2,0,,,,,"",""
8/11/2019,Obstruction,4th Ave & Yesler Way,N/A,8/11/2019,8/11/2019,0,0,4,0,,,,,"",""
8/11/2019,Obstruction,Ballard Commons,"",8/11/2019,8/11/2019,1,0,0,0,,,,,"",""
8/11/2019,Obstruction,Dragon Fly Park,N/A,8/11/2019,8/11/2019,1,0,0,0,,,,,"",""
8/12/2019,Litter Pick,2nd Ave Ext. & S Washington St.,"",8/12/2019,8/12/2019,,,,,,,,,"",""
8/12/2019,Litter Pick,4th Ave under Yesler Way,"",8/12/2019,8/12/2019,,,,,,,,,"",""
8/12/2019,Litter Pick,MLK Memorial Park,"",8/12/2019,8/12/2019,,,,,,,,,"",""
8/12/2019,Obstruction,NW 46th St. & 9th Ave NW,N/A,8/12/2019,8/12/2019,1,0,0,0,,,,,"",""
8/13/2019,Obstruction,22nd Ave E & E Madison St.,N/A,8/13/2019,8/13/2019,2,0,0,0,,,,,"",""
8/13/2019,Litter Pick,4th Ave under Yesler Way,"",8/13/2019,8/13/2019,,,,,,,,,"",""
8/14/2019,Obstruction,8th Ave S & S Holgate,8/14/2019,8/14/2019,8/14/2019,3,1,0,0,,,,,47°35'10.1,122°19'24.8
8/14/2019,Obstruction,Bitter Lake C. C.,N/A,8/14/2019,8/14/2019,0,0,1,0,,,,,"",""
8/14/2019,Litter Pick,Elliot Bay Trail,"",8/14/2019,8/14/2019,0,0,0,0,,,,,N/A,N/A
8/14/2019,Obstruction,Green Lake,N/A,8/14/2019,8/14/2019,4,0,0,0,,,,,"",""
8/14/2019,Obstruction,Lake City Mini Park,N/A,8/14/2019,8/14/2019,0,0,2,0,,,,,"",""
8/15/2019,Obstruction,2nd Ave Ext & S Washington St,8/15/2019,8/15/2019,8/15/2019,0,0,1,0,,,,,"",""
8/15/2019,Clean - No Campers,3rd Ave S & S Washington St,"","","",0,0,0,0,,,,,"",""
