FID,Shape *,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Cleanup,Site_Name,Property_O,Precinct,Type,Complaint,Inspect,Post,Outreach,Cleanup_1,Latitude,Longitude,OBJECTID_2,AREA,PERIMETER,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID,SYMBOL,SYMBOL2
3187,Point,3188,1,3187,3188,882-03,Ballard Bridge Pedestrian Underpass,SDOT,West,Encampment,4/8/2015,4/10/2015,4/21/2015,4/21/2015,4/30/2015,47.654299,-122.375954,46,29604288,26753.555,48,140,North Queen Anne,QUEEN ANNE,10,7,19
2539,Point,2540,1,2539,2540,608-01,Woodland Park south of Off Leash area,Parks,North,Camping,9/5/2013,9/25/2013,<Null>,9/16/2013,9/25/2013,47.668971,-122.34375,31,32123118,27120.785,33,126,Phinney Ridge,NO BROADER TERM,6,9,95
2521,Point,2522,1,2521,2522,602-04,Franklin Ave E & I-5,SDOT,East,Encampment,5/21/2015,5/28/2015,6/5/2015,6/1/2015,6/10/2015,47.632804,-122.325008,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
1753,Point,1754,1,1753,1754,36-01,I-5  7 Ave NE & NE 50 St,WSDOT,North,Camping,3/10/2008,3/18/2008,5/1/2008,4/28/2008,5/7/2008,47.666399,-122.320898,42,49348388,41446.941,44,139,University District,UNIVERSITY DISTRICT,5,12,33
466,Point,467,1,466,467,14-11,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Parks,West,Camping,7/16/2012,7/26/2012,9/13/2012,9/10/2012,9/19/2012,47.634886,-122.373113,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
450,Point,451,1,450,451,135-02,5300 24th Ave NW,SDOT,North,Camping,9/8/2010,9/13/2010,9/13/2010,9/10/2010,9/20/2010,47.667132,-122.387656,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
2546,Point,2547,1,2546,2547,610-01,Alley behind 2019 3rd Ave,SDOT,West,Camping,9/6/2013,9/11/2013,9/12/2013,9/9/2013,9/19/2013,47.612217,-122.341797,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
9,Point,10,1,9,10,1-Apr,St Marks Greenbelt,Parks,East,Camping,1/16/2008,2/22/2008,<Null>,5/2/2008,5/12/2008,47.632212,-122.322593,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
1013,Point,1014,1,1013,1014,2297-01,Poplar Place South/South Dean Street,SDOT,East,Encampment,12/15/2015,1/7/2016,1/14/2016,1/11/2016,1/21/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3071,Point,3072,1,3071,3072,831-01,2919 Franklin Ave E,SDOT,East,Camping,9/29/2014,9/29/2014,10/6/2014,10/3/2014,10/13/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2515,Point,2516,1,2515,2516,600-01,SW Charlestown btwn Marginal Pl SW and W Marginal Way SW,SDOT,Southwest,Camping,8/23/2013,8/23/2013,8/29/2013,8/27/2013,9/6/2013,47.578842,-122.356625,70,17832300,24381.297,72,197,Harbor Island,NO BROADER TERM,18,12,81
140,Point,141,1,140,141,1041-01,2764 1st Ave S (behind bank),SDOT,South,Camping,7/30/2015,8/13/2015,8/13/2015,8/21/2015,8/31/2015,47.577973,-122.333711,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
279,Point,280,1,279,280,111-08,E Marginal Way S & S Spokane St (parking lot under S Spokane St),SDOT,South,Encampment,4/15/2015,4/17/2015,4/21/2015,4/24/2015,5/4/2015,47.571604,-122.340354,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
882,Point,883,1,882,883,222-01,Alaskan Way S south of Edgar Martinez Wy S,SDOT,West,Encampment,3/23/2010,3/29/2010,3/29/2010,3/26/2010,4/5/2010,47.588888,-122.338138,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2638,Point,2639,1,2638,2639,646-07,3rd Ave S & S Royal Brougham Way,SDOT,West,Encampment,4/6/2016,3/27/2016,3/28/2016,3/28/2016,4/7/2016,47.5917,-122.330023,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
874,Point,875,1,874,875,2217-02,SOUTH SHIP CANAL TRAIL,SDOT,West,Camping,4/11/2016,9/7/2016,9/14/2016,9/11/2016,9/21/2016,47.655204,-122.376239,66,33503942,64207.586,68,199,Interbay,INTERBAY,9,12,95
2167,Point,2168,1,2167,2168,474-01,Kiwanis Memorial Preserve Park,Parks,West,Camping,8/3/2012,8/16/2012,<Null>,8/6/2012,8/16/2012,47.661325,-122.399448,50,55091524,38766.066,52,134,Lawton Park,MAGNOLIA,8,4,23
3339,Point,3340,1,3339,3340,962-02,West Seattle Bridge Off Ramp @ Sw Manning St,SDOT,Southwest,Camping,5/11/2015,5/13/2015,5/13/2015,5/19/2015,5/29/2015,47.571449,-122.371679,75,48581416,30687.785,77,169,North Admiral,WEST SEATTLE,19,9,24
906,Point,907,1,906,907,223-11,SW Spokane St & Avalon Wy SW,SDOT,West,Camping,6/11/2014,7/16/2014,7/16/2014,7/28/2014,8/7/2014,47.571358,-122.370572,90,29454656,23549.932,92,174,North Delridge,DELRIDGE,20,10,23
3075,Point,3076,1,3075,3076,834-03,Spokane St Bridge - Eastbound,SDOT,Southwest,Camping,5/7/2015,5/13/2015,5/13/2015,5/19/2015,5/29/2015,47.571347,-122.363312,90,29454656,23549.932,92,174,North Delridge,DELRIDGE,20,10,23
8,Point,9,1,8,9,4-Mar,Alaska Viaduct - Near Stadiums,SDOT,West,Encampment,3/3/2010,3/29/2010,3/29/2010,3/26/2010,4/5/2010,47.593835,-122.335768,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1852,Point,1853,1,1852,1853,382-05,Broad Street Under Aurora Ave,SDOT, ,Camping,7/19/2013,8/15/2013,8/15/2013,8/12/2013,8/22/2013,47.623571,-122.34389,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
401,Point,402,1,401,402,13-02,Kinnear Park,Parks,West,Camping,2/11/2011,2/23/2011,<Null>,2/18/2011,2/28/2011,47.626963,-122.367139,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
792,Point,793,1,792,793,2171-02,Ballard Locks Park Hillside,SDOT,North,Encampment,4/1/2016,4/6/2016,4/7/2016,4/7/2016,4/18/2016,47.66702,-122.400128,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
3130,Point,3131,1,3130,3131,854-01,Interurban Trail and N 122nd,SDOT,North,Camping,10/24/2014,10/29/2014,<Null>,11/6/2014,11/17/2014,47.717612,-122.349096,111,27690336,26446.203,113,101,Bitter Lake,NO BROADER TERM,1,2,23
13,Point,14,1,13,14,5-Apr,St Marks Greenbelt,Parks,East,Encampment,7/18/2010,7/18/2010,7/18/2010,7/18/2010,7/29/2010,47.632212,-122.322593,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
2391,Point,2392,1,2391,2392,550-04,Cal Anderson Park,Parks,East,Camping,1/3/2014,<Null>,1/14/2014,1/10/2014,1/21/2014,47.615673,-122.318178,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
2726,Point,2727,1,2726,2727,683-02,1021 East Pike St (Wild Rose Dumpsters),SDOT,West,Camping,6/19/2014,7/8/2014,<Null>,6/27/2014,7/8/2014,47.613961,-122.318265,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
3195,Point,3196,1,3195,3196,887-01,14th Ave E & E Madison (Old Piecoras on Corner),Private - DPD,East,Camping,12/17/2014,1/25/2015,<Null>,1/14/2015,1/25/2015,47.613897,-122.314224,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
2208,Point,2209,1,2208,2209,48-09,S Holgate St and Airport Way S,SDOT,South,Camping,6/8/2010,6/14/2010,6/14/2010,6/14/2010,6/25/2010,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2690,Point,2691,1,2690,2691,668-05,Eastlake Ave N at Denny Way,SDOT,West,Camping,12/23/2014,1/7/2015,1/16/2015,1/12/2015,1/23/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3136,Point,3137,1,3136,3137,858-02,5TH AVE NE & NE 103RD ST,Parks,North,Camping,2/4/2015,2/6/2015,<Null>,2/20/2015,3/3/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2263,Point,2264,1,2263,2264,503-04,I-5 & Pike St ramp,WSDOT,West,Camping,6/4/2014,<Null>,<Null>,6/9/2014,6/20/2014,47.612384,-122.330618,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
2702,Point,2703,1,2702,2703,673-01,NW 40th Street & 6th Ave NW,SDOT - Parking Enforcement,North,Camping,2/19/2014,3/14/2014,<Null>,3/3/2014,3/14/2014,47.656067,-122.363562,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
1137,Point,1138,1,1137,1138,238-02,1317 N 121st St Greenbelt,SDOT,North,Encampment,9/9/2013,9/11/2013,9/6/2013,9/16/2013,9/27/2013,47.716423,-122.341375,112,47203080,29413.553,114,102,Haller Lake,NORTHGATE,2,10,95
2258,Point,2259,1,2258,2259,502-02,SW Spokane St west of east waterway in parking lot,SDOT,Southwest,Camping,7/17/2013,7/24/2013,7/25/2013,7/26/2013,8/6/2013,47.570721,-122.346883,70,17832300,24381.297,72,197,Harbor Island,NO BROADER TERM,18,12,81
688,Point,689,1,688,689,206-03,Under I-5 behind 2020 Airport Way S,WSDOT,South,Camping,8/14/2015,6/9/2016,6/9/2016,6/9/2016,6/20/2016,47.584995,-122.320919,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1074,Point,1075,1,1074,1075,234-05,4th Ave S and Edgar Martinez Drive So.,SDOT,West,Encampment,12/15/2014,12/18/2014,12/18/2014,12/29/2014,1/9/2015,47.590499,-122.328154,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2190,Point,2191,1,2190,2191,478-02,2201 Utah Ave S,SDOT,West,Camping,10/30/2013,10/31/2013,11/7/2013,11/4/2013,11/15/2013,47.583952,-122.335132,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2550,Point,2551,1,2550,2551,611-03,2902 Occidental Ave S,SDOT,South,Camping,1/26/2015,1/28/2015,1/28/2015,1/30/2015,2/10/2015,47.577828,-122.333322,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2621,Point,2622,1,2621,2622,64-10,3rd Ave S ( S Stacy & S Walker St),SDOT - Parking Enforcement,West,Camping,10/25/2013,10/30/2013,11/7/2013,11/4/2013,11/15/2013,47.581877,-122.330002,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
3217,Point,3218,1,3217,3218,896-01,1731 3rd Ave S,SDOT,West,Encampment,1/15/2015,1/28/2015,1/28/2015,1/30/2015,2/10/2015,47.587638,-122.33,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
3235,Point,3236,1,3235,3236,901-01,2910 1st Ave S (Behind Rejuvenation Hardware),SDOT,South,Camping,1/23/2015,1/28/2015,1/28/2015,1/30/2015,2/10/2015,47.577342,-122.333698,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
3384,Point,3385,1,3384,3385,995-01,78 S SPOKANE ST,SDOT,South,Encampment,6/4/2015,6/5/2015,6/5/2015,6/11/2015,6/22/2015,47.571703,-122.335434,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1658,Point,1659,1,1658,1659,338-02,Under I-5 at 12th Ave So & So Lucille,WSDOT,South,Camping,10/21/2013,10/29/2013,11/7/2013,11/4/2013,11/15/2013,47.55346,-122.317186,80,52620472,40522.184,82,172,Mid-Beacon Hill,BEACON HILL,17,5,95
876,Point,877,1,876,877,2218-02,Under I-90 Walkways Rainier Ave S,WSDOT,South,Encampment,5/14/2016,9/6/2016,9/8/2016,9/8/2016,9/19/2016,47.590144,-122.307153,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
2657,Point,2658,1,2657,2658,652-02,Under Delridge Way on ramp,SDOT,Southwest,Camping,3/18/2014,3/24/2014,<Null>,3/24/2014,4/4/2014,47.570408,-122.360766,90,29454656,23549.932,92,174,North Delridge,DELRIDGE,20,10,23
2254,Point,2255,1,2254,2255,500-04,Jackson Golf,Parks,North,Encampment,2/23/2016,3/1/2016,3/1/2016,3/7/2016,3/18/2016,47.733754,-122.315188,113,29438850,26171.271,115,103,Pinehurst,NORTHGATE,2,10,81
1509,Point,1510,1,1509,1510,289-01,5th & Yesler,SDOT,West,Camping,11/1/2010,11/15/2010,<Null>,11/4/2010,11/15/2010,47.601788,-122.327393,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2153,Point,2154,1,2153,2154,469-01,300 block Alaskan Way S,SDOT,West,Camping,7/18/2012,8/2/2012,8/2/2012,7/27/2012,8/7/2012,47.599996,-122.335946,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1728,Point,1729,1,1728,1729,354-01,Harvard Ave E & E Allison St,SDOT,East,Camping,7/29/2011,8/15/2011,<Null>,8/4/2011,8/15/2011,47.648718,-122.322102,97,4421635.5,10013.274,99,143,Portage Bay,CAPITOL HILL,11,3,23
2518,Point,2519,1,2518,2519,602-01,Franklin Ave E & I-5,SDOT,East,Encampment,8/26/2013,9/11/2013,9/11/2013,9/6/2013,9/17/2013,47.632804,-122.325008,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
2519,Point,2520,1,2519,2520,602-02,Franklin Ave E & I-5,SDOT,East,Camping,11/14/2014,1/7/2015,<Null>,1/12/2015,1/23/2015,47.632804,-122.325008,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
1434,Point,1435,1,1434,1435,267-01,Trees south of NW 54th St & 32nd Ave NW,SDOT,North,Camping,7/27/2010,8/2/2010,8/3/2010,7/29/2010,8/9/2010,47.667523,-122.398351,119,24335620,29416.73,121,116,Sunset Hill,BALLARD,7,11,81
1594,Point,1595,1,1594,1595,317-01,Gasworks Park,Parks,North,Camping,3/22/2011,3/28/2011,3/27/2011,3/24/2011,4/4/2011,47.646865,-122.333933,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
479,Point,480,1,479,480,143-02,Under the Ballard Bridge south of NW 45th St,SDOT,North,Camping,5/29/2013,5/29/2013,6/5/2013,6/3/2013,6/14/2013,47.661477,-122.375817,30,22199366,21789.65,32,130,West Woodland,BALLARD,7,11,9
690,Point,691,1,690,691,207-02,Under Ballard Bridge 15th Ave NW and  Leary Way NW,SDOT,North,Camping,4/20/2012,5/2/2012,5/2/2012,4/27/2012,5/8/2012,47.663662,-122.376072,30,22199366,21789.65,32,130,West Woodland,BALLARD,7,11,9
2282,Point,2283,1,2282,2283,510-02,Ballard Bridge north end,SDOT,North,Camping,1/4/2013,1/30/2013,1/30/2013,1/23/2013,2/4/2013,47.661399,-122.376237,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
3262,Point,3263,1,3262,3263,91-01,S Dearborn & Rainier S,SDOT,East,Encampment,3/3/2009,3/5/2009,3/5/2009,3/11/2009,3/23/2009,47.595861,-122.311512,58,20664986,25426.23,60,165,Atlantic,CENTRAL AREA,14,8,24
1521,Point,1522,1,1521,1522,293-02,Madison Street pedestrian overpass,SDOT,West,Camping,7/27/2011,8/14/2011,<Null>,8/2/2011,8/14/2011,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1564,Point,1565,1,1564,1565,302-01,500 block Raye Street,SDOT,West,Camping,12/13/2010,1/4/2011,2/4/2011,1/27/2011,2/8/2011,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2653,Point,2654,1,2653,2654,650-01,3401 14th Ave W - on or behind property,Private - DPD,North,Camping,1/6/2014,1/16/2014,<Null>,1/31/2014,2/12/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2729,Point,2730,1,2729,2730,685-02,Alaskan Way & Pike St - north side of Pike Hill Climb,SDOT,West,Encampment,11/5/2014,12/1/2014,12/11/2014,12/3/2014,12/15/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2773,Point,2774,1,2773,2774,700-02,Alki Beach Park,Parks,Southwest,Camping,6/10/2014,<Null>,<Null>,6/13/2014,6/25/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3123,Point,3124,1,3123,3124,849-03,3rd Avenue & Atlantic (E. Martinez Drive),SDOT,West,Encampment,6/3/2015,6/5/2015,6/5/2015,6/10/2015,6/22/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2845,Point,2846,1,2845,2846,73-08,Troll Ave N,SDOT,North,Camping,6/27/2013,6/28/2013,7/18/2013,7/11/2013,7/23/2013,47.650964,-122.347374,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
143,Point,144,1,143,144,1044-01,Alley Behind 6251 Airport Way S,SDOT,South,Camping,7/30/2015,8/13/2015,8/13/2015,8/19/2015,8/31/2015,47.547156,-122.314132,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
1626,Point,1627,1,1626,1627,325-03,SW Spokane St & Klickitat Ave SW,SDOT,Southwest,Encampment,7/29/2011,8/10/2011,8/10/2011,8/4/2011,8/16/2011,47.571475,-122.351642,70,17832300,24381.297,72,197,Harbor Island,NO BROADER TERM,18,12,81
632,Point,633,1,632,633,190-07,1st Ave S Overpass at Denver Ave South,SDOT - Parking Enforcement,South,Camping,7/26/2012,8/2/2012,8/7/2012,8/2/2012,8/14/2012,47.562088,-122.335213,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
731,Point,732,1,731,732,2129-01,S Forest St & Airport Way S,WSDOT,South,Encampment,11/6/2015,5/11/2016,5/11/2016,5/11/2016,5/23/2016,47.577748,-122.321391,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1981,Point,1982,1,1981,1982,419-01,Spokane St and East Waterway,SDOT,South,Camping,2/2/2012,2/2/2012,2/2/2012,2/9/2012,2/21/2012,47.570837,-122.344308,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2551,Point,2552,1,2551,2552,611-04,2902 Occidental Ave S,SDOT,South,Camping,2/23/2015,2/24/2015,2/24/2015,2/27/2015,3/11/2015,47.577828,-122.333322,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
610,Point,611,1,610,611,18-01,W Nickerson Overpass,SDOT,West,Encampment,7/26/2013,7/26/2013,8/8/2013,8/1/2013,8/13/2013,47.653319,-122.376645,66,33503942,64207.586,68,199,Interbay,INTERBAY,9,12,95
2861,Point,2862,1,2861,2862,735-01,500 Block of 29th Ave S,SDOT - Parking Enforcement,South,Camping,6/4/2014,6/17/2014,<Null>,6/5/2014,6/17/2014,47.597265,-122.295232,56,18091742,20413.057,58,161,Leschi,CENTRAL AREA,14,8,19
3079,Point,3080,1,3079,3080,835-03,I-90 off ramp Exit 3A,WSDOT,East,Encampment,4/12/2016,8/30/2016,9/7/2016,9/8/2016,9/20/2016,47.590975,-122.308416,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
1735,Point,1736,1,1735,1736,355-01,SW Spokane & Delridge Way off-ramp,SDOT,Southwest,Camping,7/29/2011,8/10/2011,8/10/2011,8/4/2011,8/16/2011,47.571285,-122.361774,90,29454656,23549.932,92,174,North Delridge,DELRIDGE,20,10,23
1555,Point,1556,1,1555,1556,30-10,1900 Alaskan Way,SDOT,West,Camping,4/12/2013,4/16/2013,4/23/2013,4/18/2013,4/30/2013,47.608917,-122.344497,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
25,Point,26,1,25,26,6-May,6th and Yesler,SDOT,West,Encampment,11/24/2009,11/24/2009,12/10/2009,1/13/2010,1/25/2010,47.601712,-122.326357,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2,Point,3,1,2,3,3-Jan,W Marginal Way SW,SDOT,Southwest,Camping,8/8/2014,9/3/2014,<Null>,8/22/2014,9/3/2014,47.539745,-122.339823,69,29423452,30433.404,71,187,South Park,NO BROADER TERM,18,12,9
1685,Point,1686,1,1685,1686,342-07,Pasadena Ple NE & NE 42nd St,WSDOT,North,Camping,7/8/2015,9/1/2015,9/1/2015,9/2/2015,9/14/2015,47.657424,-122.321745,42,49348388,41446.941,44,139,University District,UNIVERSITY DISTRICT,5,12,33
2286,Point,2287,1,2286,2287,510-06,Ballard Bridge north end,SDOT,North,Camping,4/3/2014,4/4/2014,4/18/2014,4/10/2014,4/23/2014,47.661399,-122.376237,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
2478,Point,2479,1,2478,2479,587-01,1629 Summit Ave,Private - DPD,East,Camping,7/29/2013,8/13/2013,<Null>,7/31/2013,8/13/2013,47.616119,-122.325908,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
1359,Point,1360,1,1359,1360,254-02,I-5 offramp at NE 45th Street,WSDOT,North,Camping,9/19/2013,11/5/2013,<Null>,10/23/2013,11/5/2013,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2761,Point,2762,1,2761,2762,694-01,NW39th and 3rd NW,SDOT,North,Camping,4/3/2014,4/3/2014,4/18/2014,4/10/2014,4/23/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2842,Point,2843,1,2842,2843,73-05,Troll Ave N,SDOT,North,Camping,9/18/2012,9/19/2012,9/19/2012,9/14/2012,9/27/2012,47.650964,-122.347374,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
225,Point,226,1,225,226,109-04,Magnolia Bridge (under bridge),SDOT,West,Encampment,6/5/2013,6/6/2013,7/17/2013,7/10/2013,7/23/2013,47.633492,-122.37693,66,33503942,64207.586,68,199,Interbay,INTERBAY,9,12,95
800,Point,801,1,800,801,2176-02,I-5 On/Off Ramps at 10th Ave S & S Dearborn St,WSDOT,East,Encampment,5/17/2016,5/22/2016,5/22/2016,5/26/2016,6/8/2016,47.5955,-122.319031,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
354,Point,355,1,354,355,121-03,Alaskan Way Viaduct & Pike St,SDOT,West,Camping,9/23/2011,9/27/2011,9/30/2011,9/28/2011,10/11/2011,47.60789,-122.34278,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
6,Point,7,1,6,7,2-Mar,Alaska Viaduct - Near Stadiums,SDOT,West,Encampment,1/15/2009,1/16/2009,1/20/2009,1/22/2009,2/4/2009,47.593835,-122.335768,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
430,Point,431,1,430,431,132-02,6th Ave &  James St,SDOT,West,Encampment,6/10/2011,6/22/2011,6/29/2011,7/22/2011,8/4/2011,47.603462,-122.32743,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2435,Point,2436,1,2435,2436,570-01,14th Ave W. and W. Galer,SDOT,West,Camping,6/6/2013,6/6/2013,7/17/2013,7/10/2013,7/23/2013,47.632241,-122.374649,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
2387,Point,2388,1,2387,2388,549-01,Parking lot across from 1753 NW 56th St,Private - DPD,North,Camping,4/2/2013,5/2/2013,<Null>,4/18/2013,5/2/2013,47.669072,-122.38121,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
296,Point,297,1,296,297,113-03,2211 Elliott Ave - Hwy 99 ramp,SDOT,West,Camping,8/26/2011,9/7/2011,<Null>,9/2/2011,9/16/2011,47.611777,-122.347194,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
1713,Point,1714,1,1713,1714,351-05,1811 Eastlake Ave,SDOT,West,Camping,7/23/2013,7/30/2013,<Null>,8/8/2013,8/22/2013,47.618372,-122.329545,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
2560,Point,2561,1,2560,2561,617-01,Behind 12525 Aurora Ave N (Lowes),SDOT,North,Camping,9/18/2013,9/13/2013,<Null>,9/20/2013,10/4/2013,47.720541,-122.347006,111,27690336,26446.203,113,101,Bitter Lake,NO BROADER TERM,1,2,23
830,Point,831,1,830,831,2195-01,Under I-5 Convention Center,WSDOT,West,Encampment,2/2/2016,9/13/2016,9/28/2016,9/21/2016,10/5/2016,47.611523,-122.33143,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1064,Point,1065,1,1064,1065,2335-01,Magnuson Park,Parks,North,Camping,6/13/2016,7/5/2016,9/28/2016,9/19/2016,10/3/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2855,Point,2856,1,2855,2856,732-06,4th Ave S Atlantic to Royal Brougham,SDOT,West,Encampment,9/15/2015,9/28/2015,9/28/2015,10/2/2015,10/16/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2944,Point,2945,1,2944,2945,773-01,Marion St & Western Ave sidewalk under ramp,SDOT,West,Camping,7/28/2014,9/2/2014,<Null>,8/19/2014,9/2/2014,47.60353,-122.336702,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2963,Point,2964,1,2963,2964,785-01,North Passage Point Park,Parks,North,Camping,8/12/2014,11/20/2014,<Null>,11/6/2014,11/20/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2593,Point,2594,1,2593,2594,634-04,N 121st St & Stone Way N,SDOT,North,Camping,9/12/2014,9/29/2014,9/29/2014,9/19/2014,10/3/2014,47.716345,-122.342162,112,47203080,29413.553,114,102,Haller Lake,NORTHGATE,2,10,95
1629,Point,1630,1,1629,1630,325-06,SW Spokane St & Klickitat Ave SW,SDOT,Southwest,Camping,7/29/2014,7/30/2014,7/29/2014,8/6/2014,8/20/2014,47.571475,-122.351642,70,17832300,24381.297,72,197,Harbor Island,NO BROADER TERM,18,12,81
181,Point,182,1,181,182,1063-01,Greenbelt east of I-5/south of I-90,WSDOT,East,Encampment,8/26/2015,5/22/2016,5/22/2016,5/26/2016,6/9/2016,47.590414,-122.327811,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
274,Point,275,1,274,275,111-03,E Marginal Way S & S Spokane St (parking lot under S Spokane St),SDOT,South,Encampment,2/3/2011,2/8/2011,2/8/2011,2/24/2011,3/10/2011,47.571604,-122.340354,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1071,Point,1072,1,1071,1072,234-02,4th Ave S and Edgar Martinez Drive So.,SDOT,West,Encampment,4/18/2014,<Null>,<Null>,5/23/2014,6/6/2014,47.590499,-122.328154,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1877,Point,1878,1,1877,1878,389-01,"6th Ave & Yesler Way, East Side",SDOT,West,Camping,1/11/2012,1/11/2012,1/26/2012,1/17/2012,1/31/2012,47.601708,-122.326367,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
