FID,Shape *,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Cleanup,Site_Name,Property_O,Precinct,Type,Complaint,Inspect,Post,Outreach,Cleanup_1,Latitude,Longitude,OBJECTID_2,AREA,PERIMETER,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID,SYMBOL,SYMBOL2
1882,Point,1883,1,1882,1883,389-06,"6th Ave & Yesler Way, East Side",SDOT,West,Encampment,3/10/2015,3/10/2015,3/9/2015,4/13/2015,4/27/2015,47.601708,-122.326367,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
2741,Point,2742,1,2741,2742,687-01,S King St Under I-5,SDOT,East,Camping,3/24/2014,4/1/2014,4/1/2014,3/27/2014,4/10/2014,47.598922,-122.321724,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
1783,Point,1784,1,1783,1784,37-04,Denny Way and Broad St Triangle,SDOT,West,Camping,4/29/2013,5/10/2013,5/10/2013,5/2/2013,5/16/2013,47.618593,-122.35037,45,17515624,20496.729,47,152,Lower Queen Anne,QUEEN ANNE,10,7,9
2527,Point,2528,1,2527,2528,606-02,15th Avenue NE & NE 107th St Under Bridge,SDOT,North,Camping,4/15/2014,4/14/2014,5/5/2014,4/25/2014,5/9/2014,47.706321,-122.312449,116,34380472,25503.057,118,112,Maple Leaf,NORTHGATE,2,10,94
2569,Point,2570,1,2569,2570,621-01,Under 520 @ Roanoke Park & Boyer,SDOT,East,Camping,9/23/2013,9/25/2013,10/14/2013,10/4/2013,10/18/2013,47.642637,-122.316885,98,19763186,34138.93,100,146,Montlake,CAPITOL HILL,11,3,9
54,Point,55,1,54,55,1-Aug,E Duwamish Greenbelt - North of Holgate,Parks,South,Encampment,6/25/2008,6/25/2008,<Null>,9/10/2008,9/24/2008,47.588944,-122.319417,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
1017,Point,1018,1,1017,1018,2298-01,I-90 EB Onramp (Westside of Rainier Ave S),WSDOT,East,Encampment,4/22/2016,5/16/2016,6/2/2016,6/2/2016,6/16/2016,47.591998,-122.309257,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
583,Point,584,1,583,584,17-01,Camp Long,Parks,Southwest,Camping,3/20/2008,4/17/2008,4/17/2008,4/17/2008,5/1/2008,47.555793,-122.374821,90,29454656,23549.932,92,174,North Delridge,DELRIDGE,20,10,23
20,Point,21,1,20,21,1-May,6th and Yesler,SDOT,West,Encampment,11/3/2008,11/4/2008,11/20/2008,11/10/2008,11/24/2008,47.601812,-122.326155,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1948,Point,1949,1,1948,1949,409-04,Cherry between 6th & 7th Ave,SDOT,West,Encampment,7/30/2015,8/24/2015,8/24/2015,8/28/2015,9/11/2015,47.604919,-122.32859,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
504,Point,505,1,504,505,15-04,Cascade P-Patch,Parks,West,Camping,6/7/2013,6/27/2013,<Null>,6/13/2013,6/27/2013,47.621199,-122.331734,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
590,Point,591,1,590,591,172-05,Aurora Ave N & Mercer Greenbelt,SDOT,West,Camping,11/1/2010,11/15/2010,11/15/2010,11/4/2010,11/18/2010,47.624526,-122.343602,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
2009,Point,2010,1,2009,2010,428-04,6th Ave and Denny Way,SDOT,West,Camping,7/15/2014,9/2/2014,9/9/2014,9/9/2014,9/23/2014,47.618559,-122.345008,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
2609,Point,2610,1,2609,2610,639-01,Denny Way & Aurora Ave N off ramp,SDOT,West,Camping,10/25/2013,10/25/2013,2/6/2014,1/27/2014,2/10/2014,47.618558,-122.343844,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
315,Point,316,1,315,316,118-03,Catholic Hill Pathway,SDOT,Southwest,Camping,4/11/2014,4/18/2014,5/2/2014,5/7/2014,5/21/2014,47.524686,-122.323279,69,29423452,30433.404,71,187,South Park,NO BROADER TERM,18,12,9
289,Point,290,1,289,290,1116-01,Thornton Creek King Fisher Natural Area 2,Parks,North,Camping,10/16/2015,12/16/2015,12/17/2015,12/7/2015,12/21/2015,47.703958,-122.312389,102,21512732,20753.002,104,106,Victory Heights,LAKE CITY,3,3,95
1773,Point,1774,1,1773,1774,367-02,I-5  NE 45th Street & 5th Ave NE  SB,WSDOT,North,Encampment,12/30/2015,6/9/2016,6/9/2016,6/15/2016,6/29/2016,47.661336,-122.322849,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
2578,Point,2579,1,2578,2579,63-01,5th Ave NE & NE 50th St,SDOT,North,Camping,5/29/2008,6/4/2008,<Null>,6/9/2008,6/23/2008,47.664978,-122.322841,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
147,Point,148,1,147,148,1046-01,NW 45th St & 11th Ave NW,SDOT,North,Camping,8/4/2015,10/13/2015,10/5/2015,9/29/2015,10/13/2015,47.661277,-122.37046,30,22199366,21789.65,32,130,West Woodland,BALLARD,7,11,9
674,Point,675,1,674,675,202-01,1426 Alaskan Way,SDOT,West,Camping,2/2/2010,2/9/2010,2/9/2010,3/1/2010,3/16/2010,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1223,Point,1224,1,1223,1224,244-09,Ballard Bridge south end,SDOT,West,Camping,8/21/2014,9/9/2014,9/25/2014,9/15/2014,9/30/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2575,Point,2576,1,2575,2576,624-01,9600 Myers Way S,FAS,Southwest,Encampment,9/13/2013,9/19/2013,10/21/2013,10/23/2013,11/7/2013,47.606209,-122.332071,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2823,Point,2824,1,2823,2824,723-02,I-5 off ramp at 7th & James St (SW corner),SDOT,West,Camping,7/24/2014,7/29/2014,7/29/2014,8/4/2014,8/19/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2851,Point,2852,1,2851,2852,732-02,4th Ave S Atlantic to Royal Brougham,SDOT,West,Camping,6/13/2014,6/17/2014,6/24/2014,6/16/2014,7/1/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2853,Point,2854,1,2853,2854,732-04,4th Ave S Atlantic to Royal Brougham,SDOT,West,Camping,9/2/2014,9/2/2014,9/9/2014,9/8/2014,9/23/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3215,Point,3216,1,3215,3216,895-02,I-5 NB offramp at NE 65th St and Ravenna Blvd,WSDOT,North,Camping,11/11/2015,11/15/2015,11/17/2015,12/1/2015,12/16/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1824,Point,1825,1,1824,1825,378-01,Oxbow Park,Parks,South,Camping,9/19/2011,9/19/2011,<Null>,9/22/2011,10/7/2011,47.546061,-122.320962,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
1531,Point,1532,1,1531,1532,296-01,Interbay Golf Center North End,Parks,West,Camping,11/24/2010,<Null>,11/24/2010,12/6/2010,12/21/2010,47.647006,-122.378248,66,33503942,64207.586,68,199,Interbay,INTERBAY,9,12,95
1825,Point,1826,1,1825,1826,379-01,Discovery Park- North Parking Lot,Parks,West,Encampment,9/21/2011,9/21/2011,10/4/2011,9/28/2011,10/13/2011,47.664694,-122.410955,50,55091524,38766.066,52,134,Lawton Park,MAGNOLIA,8,4,23
2937,Point,2938,1,2937,2938,770-01,1st Ave N & John St,SDOT,West,Camping,7/18/2014,9/25/2014,<Null>,9/10/2014,9/25/2014,47.619785,-122.355265,45,17515624,20496.729,47,152,Lower Queen Anne,QUEEN ANNE,10,7,9
364,Point,365,1,364,365,121-12,Alaskan Way Viaduct & Pike St,SDOT,West,Camping,9/16/2014,10/9/2014,<Null>,9/24/2014,10/9/2014,47.60789,-122.34278,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
3043,Point,3044,1,3043,3044,817-03,4048 Pasadena PL NE,WSDOT,North,Camping,6/20/2016,6/9/2016,6/15/2016,6/20/2016,7/5/2016,47.65633,-122.322041,42,49348388,41446.941,44,139,University District,UNIVERSITY DISTRICT,5,12,33
933,Point,934,1,933,934,2249-01,5th Ave NE & NE 42nd St,WSDOT,North,Camping,3/21/2016,6/9/2016,6/15/2016,6/15/2016,6/30/2016,47.657914,-122.323158,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
935,Point,936,1,935,936,2250-01,5th Ave NE & NE 42nd St,WSDOT,North,Encampment,4/13/2016,6/30/2016,6/15/2016,6/15/2016,6/30/2016,47.657914,-122.323158,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
461,Point,462,1,461,462,14-07,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Parks,West,Encampment,2/5/2010,3/5/2010,2/28/2010,3/9/2010,3/24/2010,47.634886,-122.373113,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
2377,Point,2378,1,2377,2378,542-01,Queen Anne Greenbelt,Parks,West,Camping,3/15/2013,3/26/2013,3/27/2013,3/18/2013,4/2/2013,47.629517,-122.372157,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
1133,Point,1134,1,1133,1134,2378-01,Lakeview Structure,WSDOT,East,Encampment,7/1/2016,7/12/2016,7/12/2016,7/12/2016,7/28/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1901,Point,1902,1,1901,1902,39-06,Cheasty Greenbelt,Parks,South,Camping,9/17/2014,<Null>,10/7/2014,9/24/2014,10/10/2014,47.561178,-122.304857,88,37406576,35177.063,90,179,Columbia City,RAINIER VALLEY,15,4,94
1869,Point,1870,1,1869,1870,386-01,Cheasty Greenbelt 24th Ave S & S McClellan,Parks, ,Encampment,9/26/2011,10/12/2011,10/12/2011,10/4/2011,10/20/2011,47.578356,-122.301284,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
1801,Point,1802,1,1801,1802,374-01,Woodland Park,Parks,North,Camping,9/7/2011,9/26/2011,<Null>,9/14/2011,9/30/2011,47.667988,-122.347012,31,32123118,27120.785,33,126,Phinney Ridge,NO BROADER TERM,6,9,95
972,Point,973,1,972,973,227-05,4th Ave under Yesler overpass,SDOT,West,Camping,2/21/2014,<Null>,<Null>,3/3/2014,3/19/2014,47.600895,-122.328969,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2407,Point,2408,1,2407,2408,556-01,Under I-5 Express lanes/E Alison,SDOT,East,Encampment,4/19/2013,4/26/2013,5/10/2013,5/1/2013,5/17/2013,47.648699,-122.322116,97,4421635.5,10013.274,99,143,Portage Bay,CAPITOL HILL,11,3,23
1727,Point,1728,1,1727,1728,353-01,1828 Yale Street,SDOT,West,Camping,7/27/2011,8/14/2011,<Null>,7/29/2011,8/14/2011,47.618864,-122.332678,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
463,Point,464,1,463,464,14-09,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Parks,West,Encampment,8/8/2011,8/22/2011,8/24/2011,8/15/2011,8/31/2011,47.634251,-122.37422,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
1761,Point,1762,1,1761,1762,363-01,12th Ave W & W Blaine Street,Parks,West,Camping,8/16/2011,8/22/2011,8/24/2011,8/15/2011,8/31/2011,47.634758,-122.372749,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
1478,Point,1479,1,1478,1479,277-01,4th Ave South Under Yesler Way,SDOT,West,Encampment,9/1/2010,9/1/2010,9/3/2010,9/10/2010,9/27/2010,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1534,Point,1535,1,1534,1535,297-02,100 block Marion Street,SDOT,West,Camping,11/13/2013,12/5/2013,<Null>,11/18/2013,12/5/2013,47.603863,-122.335575,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2114,Point,2115,1,2114,2115,457-02,E Marginal Way S & S Michigan St (under 1st Ave S bridge on ramp),SDOT - Parking Enforcement,South,Encampment,3/17/2016,4/4/2016,4/4/2016,4/4/2016,4/21/2016,47.544873,-122.331819,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
1975,Point,1976,1,1975,1976,415-02,"I-5 NB on-ramp, westside, from NE 50th Street",WSDOT, ,Camping,4/5/2012,5/3/2012,<Null>,4/16/2012,5/3/2012,47.663364,-122.324653,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
128,Point,129,1,128,129,1035-01,307 Broad St,Private - DPD,West,Camping,7/24/2015,8/17/2015,<Null>,7/30/2015,8/17/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1226,Point,1227,1,1226,1227,244-11,Ballard Bridge south end,SDOT,West,Encampment,5/7/2015,6/9/2015,7/7/2015,6/25/2015,7/13/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2852,Point,2853,1,2852,2853,732-03,4th Ave S Atlantic to Royal Brougham,SDOT,West,Camping,7/24/2014,7/29/2014,7/29/2014,8/1/2014,8/19/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3221,Point,3222,1,3221,3222,898-02,Columbia St between Western and Alaskan Way,SDOT,West,Encampment,3/31/2015,3/31/2015,3/31/2015,4/9/2015,4/27/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
309,Point,310,1,309,310,116-03,S Albro Place,SDOT,South,Camping,1/27/2014,2/20/2014,2/20/2014,2/7/2014,2/25/2014,47.547253,-122.314339,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
2669,Point,2670,1,2669,2670,659-01,Under S Albro Pl ramp - west side of Airport Way S,SDOT,South,Camping,1/25/2014,2/20/2014,2/20/2014,2/7/2014,2/25/2014,47.547314,-122.314238,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
2139,Point,2140,1,2139,2140,463-12,1700 block 6th Ave S,SDOT,West,Encampment,7/29/2014,9/3/2014,9/9/2014,9/5/2014,9/23/2014,47.586925,-122.325701,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2544,Point,2545,1,2544,2545,609-01,4521 6th Ave S,SDOT - Parking Enforcement,South,Camping,9/6/2013,9/26/2013,9/26/2013,9/13/2013,10/1/2013,47.56282,-122.326697,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1954,Point,1955,1,1954,1955,410-04,Thornton Creek #2 - Lake City Way entrance,Parks,North,Camping,1/8/2016,9/21/2016,10/5/2016,9/22/2016,10/10/2016,47.714208,-122.298222,104,17034848,18770.281,106,108,Meadowbrook,LAKE CITY,3,3,24
821,Point,822,1,821,822,219-04,Arboretum,Parks,East,Encampment,8/18/2015,<Null>,<Null>,8/27/2015,9/14/2015,47.64229,-122.291222,19,1462592.125,6965.418,21,0,OOO, ,0,0,0
5,Point,6,1,5,6,1-Mar,Alaska Viaduct - Near Stadiums,SDOT,West,Encampment,10/2/2008,10/3/2008,11/5/2008,10/30/2008,11/17/2008,47.593835,-122.335768,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
30,Point,31,1,30,31,11-May,6th and Yesler,SDOT,West,Camping,7/24/2014,7/29/2014,7/29/2014,8/1/2014,8/19/2014,47.601712,-122.326357,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2532,Point,2533,1,2532,2533,607-03,Cascade Park,Parks,West,Camping,6/19/2014,7/15/2014,<Null>,6/27/2014,7/15/2014,47.6213,-122.333344,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
3099,Point,3100,1,3099,3100,842-01,Behind Home Depot & Putz Golf Course,SDOT,North,Encampment,10/15/2014,10/29/2014,10/31/2014,10/20/2014,11/7/2014,47.656652,-122.34237,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
2172,Point,2173,1,2172,2173,475-04,15th Ave W & W Garfield St,SDOT,West,Encampment,10/9/2013,10/9/2013,10/22/2013,10/11/2013,10/29/2013,47.633531,-122.376176,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
2180,Point,2181,1,2180,2181,475-12,15th Ave W & W Garfield St,SDOT,West,Camping,8/21/2014,9/9/2014,9/25/2014,9/12/2014,9/30/2014,47.633531,-122.376176,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
1697,Point,1698,1,1697,1698,347-01,S Mead Street between 1st & E Marginal Wy S,SDOT - Parking Enforcement,South,Encampment,7/20/2011,7/20/2011,8/11/2011,7/28/2011,8/16/2011,47.55113,-122.335038,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
1996,Point,1997,1,1996,1997,423-01,12th Ave S & S Lane St,SDOT,East,Camping,2/6/2012,2/6/2012,2/6/2012,2/9/2012,2/28/2012,47.596616,-122.317387,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
1020,Point,1021,1,1020,1021,2300-01,2nd Ave Ext S & S Main St,SDOT,West,Encampment,4/25/2016,6/9/2016,6/9/2016,6/9/2016,6/28/2016,47.600124,-122.330671,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
3304,Point,3305,1,3304,3305,939-02,220 2nd Ave S Ext,SDOT,West,Encampment,4/22/2016,6/9/2016,6/9/2016,6/9/2016,6/28/2016,47.600757,-122.331086,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2408,Point,2409,1,2408,2409,556-02,Under I-5 Express lanes/E Alison,SDOT,East,Camping,10/22/2013,10/23/2013,11/7/2013,10/24/2013,11/12/2013,47.648699,-122.322116,97,4421635.5,10013.274,99,143,Portage Bay,CAPITOL HILL,11,3,23
2147,Point,2148,1,2147,2148,466-01,Riverview - SW Holly and 12th Ave,Parks,Southwest,Camping,6/22/2012,7/25/2012,6/25/2012,7/6/2012,7/25/2012,47.544554,-122.356796,91,33038268,25917.117,93,180,Riverview,DELRIDGE,20,10,24
2010,Point,2011,1,2010,2011,428-05,6th Ave and Denny Way,SDOT,West,Camping,6/17/2015,7/8/2015,7/8/2015,7/30/2015,8/18/2015,47.618559,-122.345008,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
696,Point,697,1,696,697,207-08,Under Ballard Bridge 15th Ave NW and  Leary Way NW,SDOT,North,Camping,10/13/2014,10/13/2014,<Null>,11/5/2014,11/24/2014,47.663662,-122.376072,30,22199366,21789.65,32,130,West Woodland,BALLARD,7,11,9
2929,Point,2930,1,2929,2930,767-01,2811 NW Market St Behind on ROW,SDOT,North,Camping,7/17/2014,7/17/2014,<Null>,7/23/2014,8/12/2014,47.667847,-122.393566,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
1390,Point,1391,1,1390,1391,2566-01,Mercer Corridor,FAS,West,Encampment,1/1/2017,2/8/2017,2/8/2017,2/8/2017,2/28/2017,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2424,Point,2425,1,2424,2425,563-03,Columbia Street & Post Avenue,SDOT,West,Camping,12/10/2013,1/8/2014,<Null>,12/19/2013,1/8/2014,47.603197,-122.335328,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2402,Point,2403,1,2402,2403,553-03,7th Ave & Columbia Street,SDOT,West,Camping,10/25/2013,10/29/2013,11/8/2013,11/6/2013,11/26/2013,47.605841,-122.327812,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
2489,Point,2490,1,2489,2490,59-02,SW Spokane swing bridge,SDOT,Southwest,Camping,8/22/2011,9/7/2011,9/7/2011,8/25/2011,9/14/2011,47.571482,-122.346402,70,17832300,24381.297,72,197,Harbor Island,NO BROADER TERM,18,12,81
2549,Point,2550,1,2549,2550,611-02,2902 Occidental Ave S,SDOT,South,Camping,9/15/2014,9/22/2014,10/10/2014,9/24/2014,10/14/2014,47.577828,-122.333322,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2096,Point,2097,1,2096,2097,453-01,Cheasty Blvd S  greenbelt (behind 2545 Rainier Ave S),Parks,South,Camping,5/9/2012,5/14/2012,5/17/2012,5/25/2012,6/14/2012,47.579652,-122.301607,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
2716,Point,2717,1,2716,2717,680-02,1510 Alaskan Way,SDOT,West,Camping,7/23/2014,7/24/2014,7/29/2014,7/30/2014,8/19/2014,47.607852,-122.342624,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
1638,Point,1639,1,1638,1639,328-02,114 Alaskan Way S (Prudential Building),SDOT,West,Camping,6/14/2011,6/30/2011,6/30/2011,6/16/2011,7/7/2011,47.606209,-122.332071,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3057,Point,3058,1,3057,3058,822-01,Northacres Park,SDOT - Parking Enforcement,North,Camping,9/18/2014,<Null>,<Null>,11/3/2014,11/24/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3121,Point,3122,1,3121,3122,849-01,3rd Avenue & Atlantic (E. Martinez Drive),SDOT,West,Camping,10/21/2014,10/23/2014,10/27/2014,12/19/2014,1/9/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3149,Point,3150,1,3149,3150,867-02,15th Ave NW at NW 46th St (under Ballard Bridge),SDOT,North,Camping,10/23/2015,11/13/2015,11/13/2015,10/27/2015,11/17/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2846,Point,2847,1,2846,2847,73-09,Troll Ave N,SDOT,North,Camping,2/21/2014,3/24/2014,<Null>,3/3/2014,3/24/2014,47.650964,-122.347374,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
2141,Point,2142,1,2141,2142,463-14,1700 block 6th Ave S,SDOT,West,Encampment,7/7/2015,7/14/2015,7/14/2015,7/17/2015,8/7/2015,47.586925,-122.325701,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2335,Point,2336,1,2335,2336,521-05,600 S Massachusetts Street,SDOT,West,Encampment,6/27/2015,7/14/2015,7/14/2015,7/17/2015,8/7/2015,47.588243,-122.325974,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2639,Point,2640,1,2639,2640,646-08,3rd Ave S & S Royal Brougham Way,SDOT,West,Encampment,3/1/2016,3/1/2016,3/17/2016,3/1/2016,3/22/2016,47.5917,-122.330023,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1884,Point,1885,1,1884,1885,389-08,"6th Ave & Yesler Way, East Side",SDOT,West,Camping,5/27/2015,5/27/2015,5/27/2015,6/1/2015,6/22/2015,47.601708,-122.326367,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
2917,Point,2918,1,2917,2918,76-03,Kobe Terrace Park,Parks,West,Camping,9/15/2014,10/15/2014,<Null>,9/24/2014,10/15/2014,47.600699,-122.32636,61,6169376,11772.387,63,164,International District,DOWNTOWN,13,11,94
2459,Point,2460,1,2459,2460,578-02,Pier 62/63,Parks,West,Camping,6/23/2014,7/30/2014,<Null>,7/9/2014,7/30/2014,47.609025,-122.34466,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
2399,Point,2400,1,2399,2400,552-01,Westlake Ave & Stewart Street,SDOT,West,Camping,4/11/2013,4/12/2013,4/23/2013,4/18/2013,5/10/2013,47.613286,-122.337464,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
373,Point,374,1,373,374,122-04,Bellevue Place Park,Parks,East,Encampment,7/12/2012,8/21/2012,8/14/2012,7/30/2012,8/21/2012,47.626692,-122.327716,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
1009,Point,1010,1,1009,1010,2295-01,Rainier Ave South  Off Ramp,WSDOT,East,Encampment,11/15/2015,11/15/2015,11/15/2015,11/17/2015,12/9/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2932,Point,2933,1,2932,2933,768-01,800 Block of South Weller,SDOT,West,Camping,7/17/2014,7/24/2014,7/29/2014,7/28/2014,8/19/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1897,Point,1898,1,1897,1898,39-02,Cheasty Greenbelt,Parks,South,Encampment,1/12/2009,1/14/2009,2/5/2009,2/9/2009,3/3/2009,47.561178,-122.304857,88,37406576,35177.063,90,179,Columbia City,RAINIER VALLEY,15,4,94
2384,Point,2385,1,2384,2385,548-01,JTF 9600 Myers Way S,FAS,Southwest,Encampment,4/1/2013,3/29/2013,4/17/2013,4/4/2013,4/26/2013,47.516592,-122.331476,89,39810332,31111.063,91,188,Highland Park,DELRIDGE,20,10,23
273,Point,274,1,273,274,111-02,E Marginal Way S & S Spokane St (parking lot under S Spokane St),SDOT,South,Encampment,3/17/2010,4/5/2010,4/5/2010,3/22/2010,4/13/2010,47.571604,-122.340354,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
